age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,travelTime,themeLevel
37,Agender,Sikhism,Filipino,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Chem Lab,6,VA room,5,Neutral,No,28/01/2022,49,Strongly Like
43,Male,Chinese God,English,Primary School or below,5,Friends/Extended Family/Neighbour,Library,0,Hall,6,Agree,Yes,29/01/2022,47,Partly Like
39,Male,Islam,Thai,Secondary School/Associate Degree/Diploma,1,Social Media,Hall,4,Phy Lab,5,Agree,Yes,29/01/2022,53,Partly Dislike
20,Female,Buddhism,Filipino,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Chem Lab,3,VA room,1,Disagree,No,28/01/2022,59,Normal
37,Female,Sikhism,Filipino,Secondary School/Associate Degree/Diploma,5,Social Media,Library,8,Canteen,1,Strongly Agree,Yes,29/01/2022,39,Partly Like
18,Female,Buddhism,Filipino,University,3,Social Media,Basketball Court,10,Library,6,Strongly Agree,Yes,28/01/2022,6,Partly Like
44,Female,Chinese God,Thai,Secondary School/Associate Degree/Diploma,0,Social Media,Bio Lab,8,Chem Lab,6,Agree,No,29/01/2022,6,Strongly Like
48,Male,Confucianism,Mandarin,Primary School or below,2,Newspaper/ Magazine,VA room,2,Chem Lab,2,Neutral,Yes,29/01/2022,49,Normal
35,Male,Protestantism,Mandarin,Primary School or below,0,Newspaper/ Magazine,VA room,1,Hall,4,Neutral,No,29/01/2022,52,Strongly Dislike
44,Male,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Hall,4,Library,1,Strongly Agree,,29/01/2022,43,Strongly Dislike
33,Male,Chinese God,Mandarin,University,4,Newspaper/ Magazine,Chem Lab,7,Basketball Court,4,Disagree,Yes,28/01/2022,53,Partly Dislike
58,Female,Sikhism,Indonesian,Primary School or below,4,School Website,Bio Lab,1,Basketball Court,6,Neutral,No,28/01/2022,9,Partly Like
46,Female,Hinduism,Mandarin,Primary School or below,3,Friends/Extended Family/Neighbour,Canteen,2,Canteen,1,Strongly Disagree,No,28/01/2022,9,Strongly Dislike
52,Male,Chinese God,Mandarin,Master or above,5,Social Media,Hall,7,Hall,4,Agree,No,28/01/2022,27,Strongly Dislike
36,Male,Sikhism,Thai,Primary School or below,3,School Website,Bio Lab,0,Chem Lab,9,Disagree,No,29/01/2022,43,Partly Dislike
29,Male,Islam,Cantonese,University,5,Social Media,Bio Lab,10,Chem Lab,4,Strongly Disagree,Yes,28/01/2022,33,Partly Like
49,Male,Catholicism,Thai,Primary School or below,1,Social Media,Canteen,10,Hall,4,Agree,Yes,29/01/2022,54,Strongly Like
38,Agender,Catholicism,English,Secondary School/Associate Degree/Diploma,4,Social Media,Library,8,Chem Lab,8,Agree,Yes,29/01/2022,39,Strongly Dislike
24,Male,Islam,English,University,3,School Website,Basketball Court,3,Canteen,2,Strongly Agree,No,28/01/2022,60,Partly Like
58,Female,Buddhism,Vietnamese,University,1,Newspaper/ Magazine,Chem Lab,0,Basketball Court,3,Agree,No,28/01/2022,11,Strongly Dislike
56,Female,Taoism,Mandarin,Master or above,1,Friends/Extended Family/Neighbour,Phy Lab,9,Canteen,2,Strongly Disagree,Yes,29/01/2022,54,Strongly Like
45,Male,Buddhism,Mandarin,University,3,Newspaper/ Magazine,Phy Lab,10,Bio Lab,9,Strongly Disagree,No,29/01/2022,52,Normal
48,Female,Hinduism,English,Primary School or below,5,School Website,Phy Lab,1,Chem Lab,9,Agree,Yes,28/01/2022,15,Partly Dislike
21,Female,Buddhism,Vietnamese,Secondary School/Associate Degree/Diploma,5,School Website,Hall,9,Hall,6,Neutral,No,29/01/2022,44,Partly Like
52,Female,Taoism,English,Master or above,1,Newspaper/ Magazine,Hall,2,Phy Lab,1,Agree,,28/01/2022,41,Normal
39,Male,Hinduism,Filipino,University,3,Social Media,Chem Lab,8,Chem Lab,10,Strongly Agree,No,29/01/2022,57,Normal
29,Female,Hinduism,Cantonese,Secondary School/Associate Degree/Diploma,5,School Website,Chem Lab,3,Phy Lab,0,Strongly Agree,Yes,29/01/2022,21,Normal
32,Male,Sikhism,English,Primary School or below,1,Newspaper/ Magazine,Phy Lab,7,Library,6,Disagree,Yes,29/01/2022,45,Partly Like
20,Female,Sikhism,Indonesian,Primary School or below,2,Newspaper/ Magazine,Library,9,Hall,0,Neutral,,29/01/2022,12,Partly Dislike
39,Female,Catholicism,English,University,1,Newspaper/ Magazine,Canteen,7,Phy Lab,3,Agree,No,29/01/2022,46,Strongly Like
41,Male,Chinese God,Thai,Master or above,3,Social Media,Library,4,Canteen,5,Strongly Agree,Yes,29/01/2022,14,Partly Like
49,Male,Hinduism,Thai,Primary School or below,4,Friends/Extended Family/Neighbour,Chem Lab,3,Chem Lab,0,Strongly Disagree,,28/01/2022,28,Strongly Dislike
35,Female,Catholicism,Cantonese,Primary School or below,1,Newspaper/ Magazine,Library,9,Phy Lab,9,Neutral,,28/01/2022,23,Normal
58,Female,Catholicism,Indonesian,University,4,Social Media,VA room,10,VA room,3,Neutral,Yes,28/01/2022,22,Partly Like
22,Female,Hinduism,English,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Canteen,4,Chem Lab,3,Agree,Yes,28/01/2022,6,Strongly Like
32,Male,Buddhism,Thai,Primary School or below,4,School Website,Bio Lab,8,Canteen,7,Strongly Agree,Yes,28/01/2022,6,Strongly Dislike
27,Female,Buddhism,English,Secondary School/Associate Degree/Diploma,4,School Website,Bio Lab,4,Hall,9,Disagree,Yes,29/01/2022,57,Normal
55,Female,Buddhism,Filipino,Primary School or below,4,Social Media,Basketball Court,10,Canteen,3,Neutral,No,28/01/2022,54,Partly Like
35,Male,Sikhism,Vietnamese,University,2,Friends/Extended Family/Neighbour,Chem Lab,10,Bio Lab,10,Strongly Disagree,,29/01/2022,36,Strongly Like
53,Male,Protestantism,Thai,University,5,Newspaper/ Magazine,VA room,10,VA room,10,Strongly Disagree,Yes,29/01/2022,38,Strongly Dislike
58,Male,Protestantism,English,Master or above,4,Newspaper/ Magazine,Phy Lab,3,Chem Lab,2,Disagree,Yes,29/01/2022,38,Normal
38,Male,Buddhism,Indonesian,Master or above,2,Social Media,Basketball Court,0,Chem Lab,9,Agree,,28/01/2022,23,Strongly Dislike
39,Male,Confucianism,Indonesian,University,5,Friends/Extended Family/Neighbour,Hall,3,Bio Lab,8,Agree,,29/01/2022,12,Strongly Dislike
19,Male,Confucianism,Cantonese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Basketball Court,3,Canteen,4,Strongly Disagree,No,28/01/2022,55,Normal
25,Female,Chinese God,Vietnamese,Master or above,5,Social Media,Canteen,5,Phy Lab,6,Agree,Yes,28/01/2022,54,Strongly Dislike
56,Female,Islam,Cantonese,Secondary School/Associate Degree/Diploma,1,School Website,Library,7,Library,5,Disagree,No,28/01/2022,33,Normal
51,Male,Protestantism,Filipino,Master or above,5,Newspaper/ Magazine,Library,6,Hall,10,Strongly Disagree,Yes,28/01/2022,37,Normal
45,Male,Chinese God,Thai,Primary School or below,4,Social Media,VA room,4,Bio Lab,4,Agree,No,28/01/2022,41,Strongly Dislike
19,Female,Protestantism,English,University,1,Friends/Extended Family/Neighbour,Basketball Court,0,VA room,3,Strongly Agree,No,28/01/2022,7,Partly Like
33,Female,Chinese God,Indonesian,University,3,Newspaper/ Magazine,VA room,0,Bio Lab,6,Disagree,No,28/01/2022,29,Normal
43,Genderfluid,Confucianism,English,Secondary School/Associate Degree/Diploma,4,Social Media,Basketball Court,6,Library,10,Strongly Agree,Yes,29/01/2022,56,Strongly Like
29,Female,Buddhism,Thai,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Library,5,Phy Lab,0,Agree,Yes,28/01/2022,37,Partly Dislike
50,Female,Catholicism,Vietnamese,Primary School or below,5,Friends/Extended Family/Neighbour,VA room,3,Bio Lab,2,Disagree,No,29/01/2022,49,Strongly Dislike
53,Male,Buddhism,Thai,Secondary School/Associate Degree/Diploma,3,School Website,Basketball Court,2,Library,1,Disagree,No,29/01/2022,13,Strongly Like
45,Genderfluid,Taoism,Filipino,Master or above,5,Newspaper/ Magazine,Basketball Court,6,VA room,6,Neutral,No,29/01/2022,45,Partly Dislike
53,Female,Catholicism,Cantonese,Secondary School/Associate Degree/Diploma,3,School Website,Basketball Court,2,VA room,2,Strongly Disagree,Yes,28/01/2022,41,Partly Like
60,Male,Catholicism,Cantonese,University,2,School Website,Basketball Court,2,Chem Lab,2,Strongly Agree,,28/01/2022,55,Strongly Dislike
24,Female,Hinduism,Indonesian,University,4,Newspaper/ Magazine,Bio Lab,3,Chem Lab,3,Strongly Disagree,Yes,28/01/2022,44,Strongly Like
20,Female,Hinduism,English,Primary School or below,1,Newspaper/ Magazine,Phy Lab,8,Basketball Court,10,Disagree,No,29/01/2022,34,Strongly Like
52,Female,Protestantism,Vietnamese,University,5,Newspaper/ Magazine,VA room,5,Chem Lab,10,Strongly Disagree,,28/01/2022,32,Strongly Like
24,Female,Islam,Thai,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Bio Lab,7,Phy Lab,5,Strongly Disagree,Yes,28/01/2022,13,Partly Like
56,Male,Taoism,Cantonese,Master or above,4,Social Media,Phy Lab,3,VA room,3,Strongly Disagree,Yes,29/01/2022,40,Normal
55,Male,Chinese God,Thai,University,1,Social Media,Hall,5,Chem Lab,7,Strongly Agree,Yes,28/01/2022,25,Normal
50,Male,Chinese God,English,Master or above,0,School Website,Canteen,1,Phy Lab,3,Strongly Agree,Yes,28/01/2022,13,Strongly Dislike
32,Female,Hinduism,Filipino,Primary School or below,4,Friends/Extended Family/Neighbour,VA room,7,Hall,0,Strongly Disagree,Yes,28/01/2022,31,Normal
19,Female,Chinese God,Cantonese,University,0,School Website,Bio Lab,6,Basketball Court,3,Neutral,Yes,28/01/2022,22,Partly Dislike
19,Female,Taoism,Indonesian,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Library,6,Bio Lab,5,Strongly Disagree,Yes,29/01/2022,43,Strongly Like
26,Female,Taoism,Cantonese,University,1,School Website,Chem Lab,4,Canteen,1,Agree,No,28/01/2022,6,Strongly Like
18,Male,Buddhism,Thai,Primary School or below,3,Newspaper/ Magazine,Phy Lab,1,Canteen,4,Neutral,Yes,29/01/2022,20,Partly Like
55,Male,Islam,English,Primary School or below,5,Newspaper/ Magazine,VA room,8,Basketball Court,9,Agree,Yes,28/01/2022,27,Strongly Dislike
25,Female,Chinese God,Thai,Primary School or below,2,Friends/Extended Family/Neighbour,Hall,1,Bio Lab,6,Disagree,Yes,28/01/2022,44,Normal
24,Male,Protestantism,Indonesian,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,VA room,8,Hall,4,Strongly Disagree,No,29/01/2022,22,Strongly Like
29,Female,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,5,School Website,VA room,10,Bio Lab,6,Agree,No,28/01/2022,43,Partly Dislike
56,Female,Chinese God,Vietnamese,Primary School or below,0,School Website,Phy Lab,6,Phy Lab,1,Strongly Agree,,29/01/2022,19,Strongly Like
26,Male,Sikhism,English,Master or above,3,Social Media,VA room,4,Phy Lab,7,Neutral,Yes,29/01/2022,9,Partly Dislike
58,Genderfluid,Confucianism,Cantonese,Master or above,4,Social Media,Chem Lab,1,Phy Lab,8,Neutral,No,28/01/2022,12,Partly Dislike
36,Male,Taoism,Indonesian,Master or above,1,Social Media,VA room,5,Bio Lab,10,Strongly Agree,Yes,28/01/2022,59,Partly Like
25,Male,Hinduism,Vietnamese,University,4,Friends/Extended Family/Neighbour,Hall,2,Library,5,Strongly Disagree,No,28/01/2022,36,Partly Like
31,Male,Catholicism,Filipino,Master or above,2,School Website,Chem Lab,8,VA room,3,Strongly Agree,No,29/01/2022,13,Strongly Like
54,Female,Confucianism,Filipino,Secondary School/Associate Degree/Diploma,3,Social Media,Chem Lab,9,Basketball Court,8,Strongly Agree,,29/01/2022,49,Normal
56,Female,Hinduism,Indonesian,University,0,Social Media,Library,0,Hall,2,Strongly Disagree,Yes,29/01/2022,34,Normal
42,Male,Sikhism,Thai,Master or above,4,Friends/Extended Family/Neighbour,Basketball Court,10,Hall,9,Disagree,No,29/01/2022,45,Normal
34,Male,Taoism,Thai,University,3,Friends/Extended Family/Neighbour,Hall,5,Chem Lab,9,Neutral,No,28/01/2022,38,Strongly Dislike
46,Female,Taoism,Vietnamese,University,3,Friends/Extended Family/Neighbour,VA room,5,Chem Lab,10,Disagree,,28/01/2022,32,Strongly Like
43,Female,Confucianism,Vietnamese,Master or above,4,Social Media,VA room,10,Canteen,2,Strongly Disagree,No,28/01/2022,43,Strongly Like
38,Bigender,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,4,Social Media,Hall,6,Library,8,Strongly Agree,No,28/01/2022,32,Strongly Dislike
22,Male,Hinduism,English,Primary School or below,3,Social Media,Canteen,4,Basketball Court,8,Strongly Agree,Yes,28/01/2022,12,Partly Like
23,Male,Islam,Indonesian,Secondary School/Associate Degree/Diploma,1,Social Media,Chem Lab,7,Canteen,10,Strongly Disagree,Yes,29/01/2022,46,Strongly Like
37,Female,Sikhism,Filipino,Primary School or below,4,Friends/Extended Family/Neighbour,VA room,5,Hall,9,Agree,Yes,28/01/2022,46,Partly Like
42,Female,Islam,Vietnamese,University,1,Social Media,Bio Lab,0,Library,2,Disagree,No,28/01/2022,56,Strongly Like
32,Genderqueer,Confucianism,Vietnamese,University,0,Social Media,Canteen,8,Chem Lab,4,Disagree,No,28/01/2022,35,Strongly Dislike
60,Female,Protestantism,English,Primary School or below,1,Friends/Extended Family/Neighbour,Canteen,4,Basketball Court,7,Disagree,Yes,29/01/2022,28,Normal
29,Male,Protestantism,Filipino,University,0,School Website,Library,5,Phy Lab,1,Strongly Disagree,,28/01/2022,51,Partly Like
48,Male,Chinese God,Filipino,Primary School or below,0,School Website,Library,6,Basketball Court,7,Strongly Agree,Yes,29/01/2022,43,Strongly Dislike
42,Genderqueer,Chinese God,Filipino,Master or above,0,School Website,Phy Lab,1,Hall,9,Neutral,No,29/01/2022,29,Strongly Like
55,Agender,Buddhism,Vietnamese,Master or above,2,Newspaper/ Magazine,Hall,8,Chem Lab,2,Strongly Agree,Yes,29/01/2022,7,Strongly Like
35,Male,Protestantism,English,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Bio Lab,9,Chem Lab,9,Disagree,,28/01/2022,24,Partly Dislike
28,Agender,Confucianism,Filipino,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Hall,4,Bio Lab,1,Neutral,No,29/01/2022,15,Normal
51,Polygender,Taoism,Indonesian,University,1,Social Media,Phy Lab,7,Canteen,7,Strongly Disagree,No,29/01/2022,17,Strongly Dislike
32,Male,Hinduism,Thai,Primary School or below,3,Newspaper/ Magazine,Library,7,Basketball Court,3,Neutral,Yes,29/01/2022,11,Partly Like
51,Male,Buddhism,Cantonese,Primary School or below,5,Newspaper/ Magazine,VA room,4,Phy Lab,9,Neutral,Yes,28/01/2022,24,Strongly Like
54,Female,Confucianism,English,Primary School or below,3,Newspaper/ Magazine,Bio Lab,8,Bio Lab,6,Neutral,No,28/01/2022,55,Strongly Dislike
45,Female,Islam,Indonesian,Primary School or below,4,Social Media,Basketball Court,9,Canteen,2,Disagree,,28/01/2022,40,Normal
49,Male,Islam,Mandarin,Primary School or below,5,Social Media,Phy Lab,5,Phy Lab,5,Agree,Yes,28/01/2022,29,Normal
28,Female,Islam,Indonesian,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Hall,0,Canteen,9,Strongly Agree,No,28/01/2022,10,Partly Like
36,Male,Protestantism,English,Master or above,2,School Website,Phy Lab,1,Basketball Court,9,Disagree,Yes,28/01/2022,49,Partly Like
47,Male,Hinduism,Filipino,Secondary School/Associate Degree/Diploma,4,School Website,Basketball Court,9,Bio Lab,5,Disagree,Yes,28/01/2022,6,Strongly Dislike
53,Male,Hinduism,Thai,Primary School or below,2,Friends/Extended Family/Neighbour,Canteen,0,Canteen,10,Neutral,,29/01/2022,6,Partly Dislike
39,Female,Catholicism,English,University,4,Friends/Extended Family/Neighbour,Canteen,0,Hall,8,Strongly Disagree,No,28/01/2022,36,Partly Dislike
49,Male,Islam,Vietnamese,Primary School or below,0,Newspaper/ Magazine,Hall,10,Library,9,Strongly Agree,No,29/01/2022,16,Strongly Dislike
24,Female,Taoism,Filipino,Master or above,2,Social Media,Canteen,8,Basketball Court,0,Agree,Yes,29/01/2022,19,Normal
33,Female,Protestantism,Cantonese,Master or above,4,School Website,Hall,5,Basketball Court,10,Strongly Agree,Yes,28/01/2022,7,Partly Like
24,Female,Buddhism,English,University,0,Newspaper/ Magazine,Bio Lab,8,Basketball Court,8,Neutral,Yes,28/01/2022,9,Partly Dislike
38,Genderqueer,Taoism,Filipino,Secondary School/Associate Degree/Diploma,3,Social Media,VA room,3,Basketball Court,3,Neutral,No,29/01/2022,15,Normal
38,Female,Buddhism,Filipino,University,4,School Website,Library,0,Hall,5,Disagree,,29/01/2022,35,Strongly Dislike
48,Female,Confucianism,Vietnamese,Primary School or below,3,School Website,VA room,10,Canteen,4,Neutral,No,29/01/2022,7,Partly Dislike
23,Male,Chinese God,Vietnamese,Primary School or below,5,Friends/Extended Family/Neighbour,Hall,7,Bio Lab,3,Agree,Yes,28/01/2022,59,Strongly Like
56,Male,Protestantism,Mandarin,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,VA room,0,Canteen,8,Agree,No,28/01/2022,39,Strongly Like
32,Male,Catholicism,Cantonese,Primary School or below,1,Friends/Extended Family/Neighbour,Basketball Court,7,VA room,6,Strongly Agree,No,29/01/2022,57,Partly Dislike
48,Female,Buddhism,Filipino,Primary School or below,3,Friends/Extended Family/Neighbour,Hall,9,Hall,10,Strongly Disagree,,29/01/2022,17,Partly Like
18,Female,Chinese God,English,Primary School or below,4,Social Media,Hall,1,Phy Lab,10,Strongly Agree,Yes,28/01/2022,26,Partly Dislike
40,Female,Islam,Cantonese,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Canteen,0,Bio Lab,5,Strongly Disagree,Yes,28/01/2022,27,Partly Dislike
45,Male,Islam,English,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Phy Lab,5,Hall,10,Disagree,Yes,29/01/2022,13,Strongly Like
22,Female,Taoism,Thai,Secondary School/Associate Degree/Diploma,2,School Website,Chem Lab,0,VA room,5,Neutral,,28/01/2022,17,Strongly Dislike
55,Male,Buddhism,English,Primary School or below,4,Social Media,Chem Lab,6,VA room,5,Strongly Agree,No,29/01/2022,56,Partly Dislike
37,Female,Catholicism,Cantonese,Secondary School/Associate Degree/Diploma,3,Social Media,Canteen,3,Hall,2,Neutral,Yes,28/01/2022,51,Strongly Like
58,Male,Islam,Indonesian,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Hall,2,Canteen,8,Agree,,29/01/2022,28,Strongly Like
46,Male,Hinduism,Cantonese,Master or above,5,Friends/Extended Family/Neighbour,VA room,6,Hall,6,Neutral,No,29/01/2022,15,Partly Dislike
56,Male,Islam,English,Master or above,0,Friends/Extended Family/Neighbour,Library,4,Hall,3,Strongly Agree,Yes,29/01/2022,18,Strongly Dislike
21,Male,Sikhism,Vietnamese,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Phy Lab,2,Canteen,10,Disagree,,28/01/2022,42,Partly Like
41,Female,Islam,Thai,Master or above,3,Newspaper/ Magazine,Library,5,Hall,5,Disagree,No,28/01/2022,19,Partly Like
45,Male,Hinduism,Indonesian,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Phy Lab,2,Chem Lab,8,Strongly Disagree,Yes,29/01/2022,52,Normal
46,Female,Confucianism,Mandarin,Master or above,4,Friends/Extended Family/Neighbour,Basketball Court,10,Phy Lab,3,Agree,Yes,29/01/2022,49,Partly Dislike
45,Polygender,Buddhism,Thai,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Canteen,6,Hall,9,Strongly Agree,No,28/01/2022,6,Partly Like
18,Female,Protestantism,Thai,Primary School or below,2,Newspaper/ Magazine,Hall,5,Canteen,9,Agree,No,29/01/2022,49,Strongly Dislike
38,Male,Hinduism,Filipino,University,0,Newspaper/ Magazine,Basketball Court,9,Bio Lab,3,Neutral,No,29/01/2022,15,Normal
54,Male,Islam,Indonesian,Primary School or below,4,Newspaper/ Magazine,Hall,10,Phy Lab,0,Disagree,No,28/01/2022,17,Strongly Dislike
32,Male,Hinduism,Vietnamese,University,2,Social Media,Library,10,Basketball Court,5,Neutral,No,29/01/2022,46,Partly Dislike
32,Female,Chinese God,Mandarin,Secondary School/Associate Degree/Diploma,0,School Website,Bio Lab,6,Hall,1,Strongly Disagree,No,29/01/2022,7,Partly Like
19,Female,Hinduism,Vietnamese,Secondary School/Associate Degree/Diploma,5,School Website,Canteen,10,Chem Lab,3,Neutral,Yes,29/01/2022,29,Partly Dislike
35,Male,Catholicism,English,Primary School or below,0,School Website,Library,4,Hall,6,Strongly Disagree,No,28/01/2022,58,Strongly Dislike
22,Male,Islam,Filipino,University,3,Newspaper/ Magazine,Hall,10,Basketball Court,0,Strongly Disagree,Yes,28/01/2022,38,Strongly Like
32,Female,Chinese God,English,Master or above,0,Newspaper/ Magazine,Chem Lab,9,Hall,3,Disagree,No,28/01/2022,32,Partly Like
21,Female,Buddhism,Filipino,Master or above,3,Social Media,Bio Lab,5,Canteen,7,Strongly Agree,No,29/01/2022,34,Partly Dislike
35,Male,Sikhism,Mandarin,University,1,Newspaper/ Magazine,VA room,6,Bio Lab,7,Disagree,Yes,29/01/2022,58,Partly Like
39,Bigender,Sikhism,Mandarin,Master or above,4,Friends/Extended Family/Neighbour,Hall,5,Phy Lab,6,Strongly Agree,Yes,28/01/2022,50,Normal
27,Male,Hinduism,Thai,Master or above,2,School Website,VA room,3,Canteen,1,Disagree,No,28/01/2022,56,Strongly Dislike
25,Female,Taoism,Cantonese,Primary School or below,4,School Website,Canteen,7,Chem Lab,6,Strongly Agree,Yes,28/01/2022,60,Strongly Like
55,Male,Catholicism,English,Secondary School/Associate Degree/Diploma,1,School Website,Canteen,3,Chem Lab,8,Strongly Disagree,,29/01/2022,37,Partly Dislike
56,Female,Confucianism,Mandarin,Secondary School/Associate Degree/Diploma,0,School Website,Hall,8,Bio Lab,4,Agree,,28/01/2022,56,Strongly Like
29,Female,Hinduism,Mandarin,University,0,School Website,Basketball Court,4,Library,6,Neutral,No,28/01/2022,7,Strongly Dislike
27,Female,Hinduism,Cantonese,Master or above,1,Social Media,Library,3,Chem Lab,1,Disagree,No,29/01/2022,17,Strongly Like
27,Male,Catholicism,Indonesian,Primary School or below,3,Friends/Extended Family/Neighbour,Basketball Court,9,Canteen,2,Disagree,No,28/01/2022,17,Strongly Like
51,Female,Chinese God,Mandarin,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Chem Lab,5,VA room,4,Disagree,,28/01/2022,44,Partly Dislike
53,Male,Catholicism,Mandarin,Master or above,1,Newspaper/ Magazine,Library,9,Basketball Court,2,Strongly Agree,No,29/01/2022,39,Partly Dislike
19,Female,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,0,Social Media,Chem Lab,4,Canteen,8,Disagree,Yes,29/01/2022,59,Strongly Like
28,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Hall,10,Library,6,Strongly Agree,Yes,28/01/2022,14,Strongly Like
39,Male,Chinese God,Cantonese,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Basketball Court,10,Hall,9,Strongly Disagree,Yes,29/01/2022,58,Strongly Dislike
60,Male,Confucianism,Thai,Secondary School/Associate Degree/Diploma,0,School Website,Phy Lab,0,VA room,9,Strongly Agree,No,29/01/2022,37,Partly Dislike
21,Female,Sikhism,Thai,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Bio Lab,0,Chem Lab,0,Neutral,,28/01/2022,43,Partly Dislike
33,Female,Confucianism,Cantonese,Secondary School/Associate Degree/Diploma,0,School Website,Canteen,3,Chem Lab,10,Disagree,No,28/01/2022,19,Strongly Like
34,Female,Hinduism,English,Master or above,5,School Website,VA room,0,Chem Lab,4,Disagree,No,28/01/2022,45,Partly Like
28,Genderqueer,Hinduism,Mandarin,Secondary School/Associate Degree/Diploma,5,School Website,Canteen,7,Library,4,Neutral,Yes,28/01/2022,33,Normal
40,Female,Sikhism,Cantonese,University,5,Friends/Extended Family/Neighbour,Hall,0,VA room,9,Disagree,No,28/01/2022,7,Partly Dislike
53,Female,Islam,Cantonese,University,3,Friends/Extended Family/Neighbour,Phy Lab,8,Library,4,Disagree,Yes,29/01/2022,6,Partly Dislike
41,Male,Confucianism,English,University,3,Social Media,Canteen,5,Chem Lab,1,Agree,Yes,28/01/2022,23,Normal
35,Male,Chinese God,Cantonese,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Canteen,8,Hall,6,Strongly Agree,Yes,29/01/2022,54,Partly Dislike
50,Male,Buddhism,Thai,Primary School or below,2,Newspaper/ Magazine,VA room,10,VA room,8,Agree,No,28/01/2022,57,Partly Like
26,Female,Islam,Indonesian,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Bio Lab,5,Bio Lab,3,Strongly Disagree,No,29/01/2022,23,Partly Dislike
59,Female,Taoism,Indonesian,Primary School or below,4,School Website,Phy Lab,3,Chem Lab,2,Strongly Disagree,No,28/01/2022,59,Partly Like
48,Male,Catholicism,Thai,Primary School or below,3,Social Media,Basketball Court,0,Chem Lab,1,Disagree,Yes,29/01/2022,6,Partly Dislike
41,Female,Confucianism,Filipino,Master or above,0,School Website,Chem Lab,8,Basketball Court,2,Neutral,Yes,29/01/2022,53,Strongly Dislike
34,Male,Hinduism,Cantonese,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,VA room,6,Hall,9,Disagree,Yes,29/01/2022,36,Strongly Dislike
22,Non-binary,Hinduism,Mandarin,Primary School or below,4,Newspaper/ Magazine,Canteen,9,Phy Lab,6,Strongly Disagree,Yes,29/01/2022,38,Normal
18,Agender,Confucianism,Indonesian,Primary School or below,0,Friends/Extended Family/Neighbour,Hall,8,Hall,1,Strongly Disagree,No,29/01/2022,9,Strongly Like
21,Female,Buddhism,English,Primary School or below,1,Social Media,Canteen,5,VA room,10,Disagree,Yes,29/01/2022,60,Strongly Like
58,Female,Buddhism,Indonesian,Master or above,2,Newspaper/ Magazine,Hall,4,Chem Lab,10,Disagree,No,29/01/2022,58,Strongly Like
45,Female,Protestantism,English,Primary School or below,0,Newspaper/ Magazine,Hall,2,Chem Lab,0,Strongly Disagree,Yes,28/01/2022,40,Strongly Dislike
42,Female,Buddhism,Mandarin,Secondary School/Associate Degree/Diploma,2,School Website,Chem Lab,3,Chem Lab,1,Disagree,No,28/01/2022,18,Strongly Dislike
22,Male,Catholicism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Canteen,9,Library,4,Agree,,29/01/2022,6,Partly Dislike
31,Genderqueer,Protestantism,Indonesian,University,5,School Website,Hall,2,Library,6,Neutral,Yes,29/01/2022,60,Normal
19,Male,Sikhism,Cantonese,University,4,Friends/Extended Family/Neighbour,Library,10,Bio Lab,3,Strongly Disagree,,29/01/2022,46,Strongly Like
22,Genderqueer,Sikhism,Indonesian,Primary School or below,0,Social Media,Bio Lab,0,Hall,3,Neutral,Yes,29/01/2022,29,Strongly Like
