age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,travelTime
53,Male,Sikhism,English,Secondary School/Associate Degree/Diploma,0,Social Media,Chem Lab,7,Library,4,Neutral,No,29/01/2021,38
44,Male,Chinese God,Thai,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Library,9,Basketball Court,7,Disagree,,28/01/2021,34
29,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,3,Social Media,Library,6,VA room,3,Disagree,No,28/01/2021,6
19,Female,Protestantism,Mandarin,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Hall,8,Bio Lab,0,Agree,No,28/01/2021,39
25,Genderfluid,Protestantism,Cantonese,Master or above,4,Friends/Extended Family/Neighbour,Phy Lab,0,Phy Lab,0,Strongly Disagree,Yes,28/01/2021,22
33,Male,Protestantism,Filipino,Master or above,1,Social Media,Bio Lab,4,Phy Lab,3,Strongly Disagree,No,28/01/2021,26
52,Genderqueer,Hinduism,Vietnamese,Master or above,2,Newspaper/ Magazine,Basketball Court,2,Canteen,10,Disagree,No,28/01/2021,30
38,Male,Hinduism,Thai,University,1,Newspaper/ Magazine,Canteen,9,Canteen,4,Neutral,No,29/01/2021,13
20,Female,Islam,Vietnamese,Master or above,1,Newspaper/ Magazine,Library,9,Canteen,0,Neutral,Yes,29/01/2021,36
47,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Chem Lab,2,Phy Lab,1,Strongly Disagree,Yes,28/01/2021,42
18,Male,Catholicism,Filipino,Master or above,4,Social Media,VA room,7,Bio Lab,8,Disagree,No,28/01/2021,39
28,Female,Buddhism,Filipino,University,2,Friends/Extended Family/Neighbour,Phy Lab,8,Phy Lab,0,Strongly Disagree,Yes,29/01/2021,58
34,Male,Hinduism,Indonesian,University,0,Newspaper/ Magazine,Canteen,4,VA room,6,Disagree,Yes,29/01/2021,49
58,Female,Chinese God,Cantonese,Master or above,1,Social Media,Phy Lab,9,Basketball Court,0,Strongly Agree,No,28/01/2021,51
42,Female,Sikhism,Mandarin,University,1,School Website,Chem Lab,7,Basketball Court,1,Neutral,No,28/01/2021,10
27,Male,Buddhism,English,Primary School or below,0,Friends/Extended Family/Neighbour,Hall,0,Bio Lab,8,Neutral,No,29/01/2021,60
54,Male,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,3,School Website,Bio Lab,0,Library,7,Neutral,Yes,29/01/2021,54
42,Female,Taoism,English,University,1,Friends/Extended Family/Neighbour,Chem Lab,0,Chem Lab,4,Strongly Agree,Yes,29/01/2021,56
24,Female,Islam,English,Primary School or below,4,Social Media,Phy Lab,1,Hall,2,Agree,Yes,29/01/2021,46
28,Male,Confucianism,Thai,Secondary School/Associate Degree/Diploma,5,Social Media,Bio Lab,8,Library,4,Neutral,Yes,29/01/2021,24
37,Male,Protestantism,English,Primary School or below,1,School Website,Bio Lab,3,Bio Lab,10,Strongly Agree,Yes,29/01/2021,57
54,Male,Confucianism,Thai,University,4,Newspaper/ Magazine,Basketball Court,10,Hall,3,Strongly Disagree,Yes,28/01/2021,12
57,Male,Islam,Mandarin,University,5,School Website,Chem Lab,7,Hall,7,Strongly Agree,,29/01/2021,56
47,Female,Islam,Indonesian,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Phy Lab,6,Basketball Court,5,Agree,No,29/01/2021,50
43,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Phy Lab,6,Hall,9,Strongly Agree,Yes,28/01/2021,15
51,Female,Catholicism,Filipino,Primary School or below,4,Newspaper/ Magazine,Chem Lab,8,Hall,9,Neutral,Yes,28/01/2021,56
59,Female,Protestantism,English,Master or above,3,Social Media,Bio Lab,9,Basketball Court,3,Neutral,Yes,29/01/2021,12
31,Male,Chinese God,Filipino,University,1,Newspaper/ Magazine,Basketball Court,4,Library,10,Strongly Disagree,Yes,28/01/2021,48
59,Female,Islam,Indonesian,Primary School or below,1,Newspaper/ Magazine,Chem Lab,10,Chem Lab,9,Strongly Agree,No,29/01/2021,37
30,Female,Chinese God,Vietnamese,Master or above,1,Social Media,Canteen,1,VA room,10,Neutral,Yes,28/01/2021,39
29,Male,Islam,English,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Chem Lab,1,Canteen,9,Disagree,Yes,29/01/2021,21
44,Female,Confucianism,Cantonese,University,1,Friends/Extended Family/Neighbour,Bio Lab,3,Hall,6,Strongly Agree,No,29/01/2021,43
31,Female,Sikhism,Vietnamese,University,2,Newspaper/ Magazine,Chem Lab,9,Chem Lab,6,Neutral,No,29/01/2021,18
42,Female,Protestantism,Mandarin,Primary School or below,0,School Website,Library,7,Canteen,1,Strongly Agree,Yes,29/01/2021,17
52,Male,Islam,Filipino,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Canteen,7,Chem Lab,3,Strongly Agree,Yes,29/01/2021,50
32,Female,Hinduism,Mandarin,Secondary School/Associate Degree/Diploma,2,School Website,Hall,7,Bio Lab,5,Neutral,Yes,29/01/2021,17
20,Female,Taoism,Cantonese,Master or above,4,Friends/Extended Family/Neighbour,VA room,3,Phy Lab,8,Strongly Disagree,Yes,28/01/2021,59
18,Male,Protestantism,Mandarin,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Hall,1,Chem Lab,6,Strongly Agree,Yes,28/01/2021,10
38,Male,Islam,English,University,2,Newspaper/ Magazine,Canteen,9,VA room,5,Agree,,29/01/2021,60
30,Male,Buddhism,Vietnamese,Primary School or below,2,School Website,Canteen,2,Phy Lab,4,Neutral,,28/01/2021,57
36,Male,Hinduism,English,University,0,Newspaper/ Magazine,Library,10,Chem Lab,10,Neutral,,28/01/2021,34
42,Female,Confucianism,English,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,VA room,3,Library,10,Disagree,Yes,28/01/2021,22
46,Male,Hinduism,Filipino,Primary School or below,3,Social Media,Chem Lab,2,Bio Lab,5,Strongly Disagree,Yes,29/01/2021,28
52,Female,Catholicism,Cantonese,Master or above,4,Newspaper/ Magazine,Library,9,Library,7,Strongly Agree,Yes,29/01/2021,13
21,Male,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Chem Lab,4,Canteen,9,Strongly Agree,Yes,28/01/2021,32
18,Female,Confucianism,Mandarin,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Hall,4,Library,1,Strongly Agree,,28/01/2021,33
29,Female,Taoism,Cantonese,Primary School or below,4,Friends/Extended Family/Neighbour,Canteen,2,Bio Lab,5,Strongly Agree,Yes,28/01/2021,58
58,Female,Sikhism,Mandarin,University,1,Newspaper/ Magazine,Bio Lab,1,Chem Lab,0,Neutral,,29/01/2021,42
29,Male,Sikhism,English,Master or above,1,Social Media,Phy Lab,5,Bio Lab,1,Agree,Yes,28/01/2021,60
36,Female,Hinduism,Mandarin,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Chem Lab,0,Chem Lab,5,Disagree,No,28/01/2021,34
37,Male,Catholicism,Vietnamese,Master or above,0,School Website,Library,9,VA room,3,Strongly Disagree,Yes,28/01/2021,29
48,Female,Chinese God,Indonesian,University,5,Friends/Extended Family/Neighbour,Library,3,Chem Lab,10,Strongly Agree,Yes,28/01/2021,22
19,Female,Catholicism,Thai,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Basketball Court,3,Basketball Court,7,Agree,Yes,28/01/2021,18
24,Female,Sikhism,English,Primary School or below,5,Newspaper/ Magazine,Bio Lab,1,Phy Lab,1,Neutral,No,28/01/2021,13
36,Male,Protestantism,Indonesian,Master or above,3,Newspaper/ Magazine,VA room,9,Phy Lab,1,Agree,No,28/01/2021,46
52,Female,Catholicism,Vietnamese,University,2,Friends/Extended Family/Neighbour,Basketball Court,7,Chem Lab,4,Agree,Yes,29/01/2021,46
23,Male,Islam,Thai,Primary School or below,5,Newspaper/ Magazine,Library,6,Chem Lab,6,Neutral,No,29/01/2021,52
36,Female,Catholicism,Thai,Primary School or below,1,School Website,Chem Lab,1,Canteen,1,Agree,Yes,28/01/2021,39
36,Male,Protestantism,Cantonese,Master or above,1,Social Media,Chem Lab,1,Basketball Court,5,Strongly Agree,,29/01/2021,58
55,Female,Confucianism,Vietnamese,University,5,Friends/Extended Family/Neighbour,Basketball Court,6,Library,10,Neutral,Yes,29/01/2021,59
31,Male,Islam,Filipino,University,3,Friends/Extended Family/Neighbour,Hall,1,VA room,4,Disagree,No,28/01/2021,43
55,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Library,5,Canteen,8,Strongly Agree,,28/01/2021,52
58,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,4,School Website,Bio Lab,2,Chem Lab,8,Strongly Disagree,,29/01/2021,38
33,Male,Taoism,Indonesian,Primary School or below,3,School Website,Basketball Court,2,Canteen,2,Neutral,No,28/01/2021,30
52,Male,Islam,English,Primary School or below,3,Social Media,Basketball Court,1,Library,9,Strongly Disagree,,28/01/2021,40
27,Male,Confucianism,Thai,Master or above,4,Friends/Extended Family/Neighbour,Hall,3,Chem Lab,5,Neutral,,28/01/2021,7
24,Polygender,Hinduism,Mandarin,Master or above,2,Friends/Extended Family/Neighbour,Library,7,Bio Lab,9,Neutral,No,28/01/2021,48
40,Male,Confucianism,Vietnamese,University,1,Newspaper/ Magazine,Hall,3,Chem Lab,2,Disagree,Yes,29/01/2021,27
31,Female,Buddhism,Mandarin,University,5,Newspaper/ Magazine,Bio Lab,10,Bio Lab,5,Agree,Yes,29/01/2021,28
21,Male,Chinese God,Vietnamese,Secondary School/Associate Degree/Diploma,0,Social Media,Chem Lab,4,Hall,10,Agree,,28/01/2021,43
49,Female,Hinduism,English,Secondary School/Associate Degree/Diploma,0,Social Media,Hall,5,Canteen,2,Strongly Disagree,Yes,29/01/2021,6
60,Male,Hinduism,Indonesian,Master or above,5,School Website,Phy Lab,4,Hall,0,Neutral,,28/01/2021,34
45,Male,Catholicism,Cantonese,University,1,School Website,Hall,5,Basketball Court,2,Strongly Agree,No,29/01/2021,34
37,Male,Hinduism,Cantonese,Primary School or below,2,School Website,Bio Lab,6,Chem Lab,1,Agree,Yes,28/01/2021,5
53,Female,Confucianism,Filipino,Primary School or below,1,Social Media,Hall,2,Library,7,Strongly Agree,,29/01/2021,5
58,Male,Buddhism,English,Secondary School/Associate Degree/Diploma,4,School Website,VA room,10,Canteen,4,Disagree,No,28/01/2021,34
57,Male,Hinduism,Cantonese,Secondary School/Associate Degree/Diploma,3,School Website,Canteen,8,Canteen,6,Neutral,Yes,28/01/2021,9
23,Non-binary,Hinduism,Mandarin,University,5,Newspaper/ Magazine,Hall,4,Bio Lab,6,Agree,No,29/01/2021,16
18,Genderqueer,Chinese God,Mandarin,University,5,Newspaper/ Magazine,VA room,4,Canteen,9,Strongly Disagree,No,29/01/2021,36
53,Male,Islam,Vietnamese,Master or above,4,School Website,Library,4,Chem Lab,9,Strongly Disagree,Yes,28/01/2021,56
35,Female,Chinese God,Vietnamese,Master or above,5,Newspaper/ Magazine,VA room,7,Basketball Court,10,Strongly Agree,No,28/01/2021,17
25,Female,Sikhism,Cantonese,Master or above,5,School Website,Canteen,10,Library,3,Agree,No,28/01/2021,33
20,Female,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Hall,10,Basketball Court,4,Strongly Agree,,29/01/2021,28
30,Female,Buddhism,Mandarin,Primary School or below,3,Social Media,VA room,2,Canteen,1,Neutral,No,28/01/2021,34
18,Male,Buddhism,Mandarin,Master or above,2,Newspaper/ Magazine,Library,8,Canteen,1,Disagree,No,29/01/2021,37
18,Female,Chinese God,English,University,3,Friends/Extended Family/Neighbour,Library,5,Hall,9,Strongly Agree,Yes,28/01/2021,20
40,Female,Sikhism,Filipino,University,5,Social Media,Bio Lab,5,Canteen,8,Agree,,28/01/2021,49
33,Agender,Sikhism,Vietnamese,Primary School or below,0,School Website,Canteen,3,Canteen,4,Strongly Agree,,29/01/2021,56
33,Polygender,Sikhism,English,Secondary School/Associate Degree/Diploma,1,Social Media,Bio Lab,7,Chem Lab,3,Neutral,Yes,28/01/2021,41
51,Male,Catholicism,Cantonese,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,VA room,7,Hall,4,Agree,Yes,28/01/2021,5
60,Female,Catholicism,Thai,Primary School or below,1,Friends/Extended Family/Neighbour,Phy Lab,6,Chem Lab,8,Strongly Disagree,No,29/01/2021,49
48,Agender,Sikhism,Filipino,Primary School or below,3,School Website,Bio Lab,7,VA room,9,Strongly Disagree,No,29/01/2021,14
25,Genderfluid,Buddhism,Indonesian,Secondary School/Associate Degree/Diploma,1,School Website,Bio Lab,10,Hall,6,Neutral,Yes,28/01/2021,30
34,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Phy Lab,1,Bio Lab,5,Neutral,No,28/01/2021,41
25,Male,Taoism,English,University,2,Friends/Extended Family/Neighbour,Hall,5,VA room,8,Strongly Agree,No,28/01/2021,32
40,Female,Chinese God,Vietnamese,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,VA room,4,Chem Lab,10,Strongly Disagree,,29/01/2021,39
57,Female,Islam,English,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Chem Lab,5,Phy Lab,1,Neutral,Yes,28/01/2021,30
35,Female,Chinese God,Vietnamese,Primary School or below,4,Friends/Extended Family/Neighbour,Bio Lab,8,VA room,0,Neutral,No,28/01/2021,11
25,Genderfluid,Buddhism,Filipino,Primary School or below,2,Friends/Extended Family/Neighbour,Phy Lab,3,Chem Lab,9,Agree,Yes,29/01/2021,24
41,Male,Sikhism,Vietnamese,Primary School or below,3,Social Media,Hall,5,Bio Lab,5,Strongly Disagree,No,28/01/2021,12
37,Genderqueer,Catholicism,Vietnamese,University,2,Friends/Extended Family/Neighbour,Hall,6,Phy Lab,3,Strongly Agree,No,28/01/2021,37
56,Male,Buddhism,Indonesian,Primary School or below,5,Social Media,Basketball Court,6,Bio Lab,5,Strongly Disagree,,28/01/2021,45
30,Female,Confucianism,Vietnamese,University,1,Social Media,Library,7,Chem Lab,5,Disagree,Yes,28/01/2021,11
44,Female,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,1,Social Media,Basketball Court,5,Hall,4,Strongly Disagree,Yes,28/01/2021,60
26,Male,Confucianism,Cantonese,University,4,Social Media,Hall,5,VA room,3,Strongly Agree,Yes,28/01/2021,11
48,Male,Chinese God,Mandarin,Primary School or below,5,Friends/Extended Family/Neighbour,Basketball Court,9,Basketball Court,8,Neutral,No,29/01/2021,49
51,Female,Islam,Indonesian,Master or above,5,Friends/Extended Family/Neighbour,Basketball Court,2,Canteen,6,Strongly Disagree,No,28/01/2021,36
24,Male,Islam,Thai,University,4,Social Media,Basketball Court,3,VA room,5,Disagree,No,29/01/2021,58
20,Female,Taoism,Cantonese,Primary School or below,0,Newspaper/ Magazine,Phy Lab,10,Canteen,7,Strongly Disagree,Yes,28/01/2021,5
52,Female,Islam,Cantonese,Master or above,3,School Website,Hall,2,Phy Lab,1,Strongly Disagree,Yes,28/01/2021,19
32,Male,Chinese God,Filipino,University,3,Newspaper/ Magazine,Canteen,0,Basketball Court,9,Disagree,No,29/01/2021,48
52,Female,Taoism,Mandarin,University,3,Social Media,Bio Lab,8,Chem Lab,10,Strongly Disagree,Yes,28/01/2021,23
39,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,0,Social Media,Hall,7,Library,5,Neutral,Yes,29/01/2021,56
55,Male,Sikhism,Thai,University,3,School Website,Basketball Court,6,Phy Lab,10,Strongly Disagree,No,29/01/2021,21
41,Female,Catholicism,English,Master or above,4,Friends/Extended Family/Neighbour,Phy Lab,9,Hall,1,Neutral,,28/01/2021,49
45,Male,Sikhism,Mandarin,University,4,Social Media,VA room,5,VA room,9,Disagree,Yes,29/01/2021,55
52,Male,Sikhism,Filipino,Secondary School/Associate Degree/Diploma,1,Social Media,Bio Lab,7,Hall,9,Strongly Disagree,No,28/01/2021,51
32,Female,Hinduism,Thai,Primary School or below,3,Social Media,Phy Lab,9,VA room,7,Agree,,29/01/2021,29
32,Male,Catholicism,Thai,University,0,Newspaper/ Magazine,VA room,4,Chem Lab,7,Agree,No,28/01/2021,49
31,Male,Confucianism,Mandarin,University,1,School Website,Basketball Court,9,Basketball Court,3,Strongly Disagree,No,29/01/2021,12
18,Female,Protestantism,Filipino,University,1,School Website,Phy Lab,8,Basketball Court,4,Strongly Disagree,,29/01/2021,25
36,Female,Islam,Filipino,Master or above,5,School Website,Bio Lab,10,Phy Lab,2,Agree,Yes,29/01/2021,19
38,Male,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Library,9,Basketball Court,10,Strongly Agree,No,28/01/2021,27
49,Female,Islam,Vietnamese,Primary School or below,4,Newspaper/ Magazine,Bio Lab,5,VA room,10,Strongly Agree,Yes,28/01/2021,24
60,Female,Taoism,Filipino,Master or above,0,Friends/Extended Family/Neighbour,Canteen,7,Basketball Court,6,Disagree,Yes,28/01/2021,7
50,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,4,Social Media,Basketball Court,0,Chem Lab,7,Neutral,No,28/01/2021,44
60,Female,Hinduism,Filipino,Master or above,1,School Website,Canteen,6,Basketball Court,5,Neutral,Yes,28/01/2021,28
59,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Chem Lab,8,Bio Lab,8,Disagree,,28/01/2021,44
21,Female,Taoism,Vietnamese,Master or above,4,Social Media,Chem Lab,0,Basketball Court,0,Neutral,No,28/01/2021,32
47,Male,Sikhism,English,Master or above,3,Newspaper/ Magazine,VA room,0,Canteen,2,Agree,Yes,29/01/2021,9
20,Female,Hinduism,Filipino,Master or above,1,Friends/Extended Family/Neighbour,Phy Lab,3,Basketball Court,1,Agree,Yes,29/01/2021,41
51,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Basketball Court,2,Canteen,1,Strongly Agree,Yes,28/01/2021,19
52,Bigender,Chinese God,Filipino,University,5,Social Media,Hall,3,Basketball Court,1,Agree,,28/01/2021,52
50,Male,Confucianism,Filipino,University,2,Social Media,Basketball Court,5,Canteen,1,Disagree,Yes,28/01/2021,9
37,Female,Protestantism,Filipino,University,1,Newspaper/ Magazine,VA room,10,VA room,2,Neutral,Yes,28/01/2021,24
43,Male,Chinese God,Vietnamese,Primary School or below,3,Newspaper/ Magazine,Basketball Court,0,Canteen,0,Neutral,No,28/01/2021,8
33,Male,Protestantism,Mandarin,University,3,Newspaper/ Magazine,Basketball Court,2,Phy Lab,10,Neutral,Yes,28/01/2021,44
38,Bigender,Confucianism,Indonesian,Primary School or below,5,School Website,Hall,5,Chem Lab,3,Agree,Yes,29/01/2021,25
36,Female,Chinese God,Vietnamese,Master or above,0,School Website,Chem Lab,9,Basketball Court,7,Strongly Agree,Yes,28/01/2021,20
40,Female,Islam,Indonesian,University,5,Friends/Extended Family/Neighbour,VA room,2,Library,5,Agree,Yes,28/01/2021,56
56,Female,Taoism,English,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,VA room,7,Canteen,9,Agree,,29/01/2021,55
51,Female,Catholicism,Cantonese,Primary School or below,1,Newspaper/ Magazine,Bio Lab,10,Chem Lab,5,Strongly Agree,No,29/01/2021,7
32,Female,Islam,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Hall,2,Canteen,1,Strongly Disagree,Yes,28/01/2021,44
46,Male,Protestantism,English,Master or above,4,Newspaper/ Magazine,VA room,10,Phy Lab,10,Agree,,29/01/2021,47
36,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,VA room,1,Chem Lab,8,Strongly Disagree,No,28/01/2021,18
22,Male,Islam,Vietnamese,University,0,School Website,Chem Lab,10,Canteen,3,Strongly Agree,No,29/01/2021,24
24,Male,Catholicism,English,Primary School or below,2,Social Media,Basketball Court,5,Canteen,2,Neutral,,28/01/2021,25
40,Male,Taoism,Indonesian,Master or above,5,School Website,VA room,0,Bio Lab,2,Strongly Disagree,,29/01/2021,25
29,Male,Taoism,Cantonese,Master or above,5,Social Media,Canteen,5,Chem Lab,1,Disagree,No,29/01/2021,41
53,Female,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Phy Lab,7,Canteen,7,Strongly Disagree,No,28/01/2021,55
21,Male,Catholicism,Mandarin,Master or above,5,School Website,Chem Lab,8,Basketball Court,8,Agree,No,28/01/2021,25
57,Male,Confucianism,Cantonese,Primary School or below,2,Newspaper/ Magazine,Basketball Court,7,Hall,6,Strongly Disagree,,28/01/2021,41
27,Female,Buddhism,Vietnamese,University,2,School Website,Canteen,3,VA room,7,Strongly Agree,Yes,29/01/2021,27
26,Female,Sikhism,Mandarin,Primary School or below,3,Newspaper/ Magazine,Phy Lab,1,Library,1,Disagree,No,29/01/2021,26
18,Male,Taoism,Vietnamese,Master or above,1,Friends/Extended Family/Neighbour,Bio Lab,7,Basketball Court,3,Strongly Agree,No,29/01/2021,38
45,Female,Sikhism,Cantonese,Master or above,0,School Website,VA room,2,Phy Lab,1,Neutral,Yes,29/01/2021,10
31,Female,Buddhism,Indonesian,University,5,School Website,Phy Lab,5,Basketball Court,4,Agree,Yes,28/01/2021,38
37,Male,Buddhism,Filipino,Primary School or below,3,Friends/Extended Family/Neighbour,Chem Lab,3,Canteen,5,Disagree,No,28/01/2021,28
39,Male,Taoism,Thai,Primary School or below,1,School Website,Hall,10,Library,3,Disagree,No,29/01/2021,57
26,Male,Protestantism,Thai,University,3,School Website,VA room,0,Basketball Court,4,Agree,Yes,28/01/2021,50
58,Male,Catholicism,English,Primary School or below,3,Social Media,Bio Lab,7,VA room,6,Strongly Disagree,Yes,29/01/2021,12
41,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Canteen,4,Phy Lab,7,Strongly Agree,,28/01/2021,34
32,Agender,Sikhism,English,Secondary School/Associate Degree/Diploma,0,School Website,Library,0,Library,6,Strongly Agree,No,28/01/2021,41
31,Female,Buddhism,Cantonese,University,2,Newspaper/ Magazine,Phy Lab,9,Canteen,1,Neutral,No,29/01/2021,14
51,Male,Chinese God,Indonesian,University,2,Newspaper/ Magazine,Basketball Court,5,Library,3,Neutral,No,29/01/2021,50
59,Male,Buddhism,Indonesian,Secondary School/Associate Degree/Diploma,2,Social Media,Chem Lab,9,VA room,9,Disagree,Yes,28/01/2021,34
43,Male,Catholicism,Thai,Primary School or below,1,Social Media,Library,8,Phy Lab,3,Disagree,No,28/01/2021,44
55,Female,Sikhism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Hall,10,VA room,7,Agree,,28/01/2021,22
54,Female,Taoism,Thai,Primary School or below,0,School Website,Chem Lab,6,VA room,4,Neutral,No,29/01/2021,7
38,Male,Islam,English,Master or above,1,Social Media,VA room,3,Library,8,Strongly Disagree,Yes,28/01/2021,44
56,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,3,School Website,Basketball Court,1,VA room,4,Agree,Yes,29/01/2021,56
22,Male,Catholicism,Cantonese,Master or above,2,Social Media,Phy Lab,10,Library,1,Agree,Yes,29/01/2021,52
47,Polygender,Taoism,English,Primary School or below,5,School Website,Basketball Court,3,Basketball Court,2,Disagree,,29/01/2021,9
38,Genderfluid,Confucianism,Mandarin,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Basketball Court,7,Hall,0,Disagree,Yes,29/01/2021,51
32,Female,Confucianism,Vietnamese,Primary School or below,4,Social Media,Phy Lab,1,Chem Lab,9,Strongly Agree,Yes,28/01/2021,57
58,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Bio Lab,7,Basketball Court,7,Neutral,Yes,28/01/2021,54
53,Female,Buddhism,Mandarin,Primary School or below,2,School Website,Chem Lab,8,Canteen,2,Strongly Disagree,No,28/01/2021,38
60,Female,Taoism,Indonesian,Master or above,0,Friends/Extended Family/Neighbour,Library,2,VA room,3,Strongly Agree,,28/01/2021,13
51,Female,Hinduism,Filipino,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Hall,9,Canteen,8,Disagree,,29/01/2021,12
20,Female,Confucianism,Indonesian,Master or above,3,Social Media,Chem Lab,6,Phy Lab,3,Strongly Disagree,No,29/01/2021,33
44,Female,Chinese God,Mandarin,University,4,Friends/Extended Family/Neighbour,Phy Lab,2,VA room,3,Neutral,No,29/01/2021,34
46,Male,Catholicism,Filipino,University,1,Social Media,VA room,10,Phy Lab,1,Disagree,Yes,29/01/2021,49
41,Female,Sikhism,Mandarin,Master or above,2,Social Media,VA room,7,Phy Lab,2,Disagree,Yes,28/01/2021,29
55,Female,Buddhism,Cantonese,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Phy Lab,9,Phy Lab,7,Neutral,Yes,29/01/2021,36
32,Female,Hinduism,Cantonese,Primary School or below,3,Newspaper/ Magazine,Basketball Court,3,Library,0,Strongly Disagree,No,28/01/2021,45
42,Genderqueer,Buddhism,English,Secondary School/Associate Degree/Diploma,2,School Website,Library,1,Canteen,7,Agree,Yes,28/01/2021,5
42,Female,Taoism,Vietnamese,University,3,Social Media,Chem Lab,1,Library,0,Agree,Yes,28/01/2021,33
57,Male,Islam,Vietnamese,University,1,School Website,Phy Lab,8,Library,3,Strongly Disagree,Yes,29/01/2021,43
37,Female,Catholicism,English,Secondary School/Associate Degree/Diploma,4,School Website,Bio Lab,4,Chem Lab,6,Neutral,Yes,28/01/2021,6
44,Male,Chinese God,English,Primary School or below,2,Social Media,Canteen,6,Bio Lab,2,Agree,Yes,29/01/2021,14
35,Female,Islam,English,Master or above,0,Newspaper/ Magazine,Hall,7,Hall,5,Disagree,No,28/01/2021,60
