age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime
51,Female,Chinese God,Cantonese,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Library,5,Canteen,9,Strongly Agree,Yes,28/01/2023
21,Male,Catholicism,Thai,Secondary School/Associate Degree/Diploma,0,School Website,VA room,1,Bio Lab,3,Agree,Yes,29/01/2023
29,Male,Buddhism,Thai,Secondary School/Associate Degree/Diploma,5,School Website,Library,5,Bio Lab,1,Strongly Disagree,No,29/01/2023
58,Male,Islam,Indonesian,Master or above,0,School Website,Canteen,7,Basketball Court,4,Neutral,Yes,29/01/2023
53,Female,Protestantism,Thai,Master or above,3,School Website,VA room,6,VA room,5,Strongly Disagree,No,28/01/2023
51,Male,Buddhism,English,University,0,Newspaper/ Magazine,Basketball Court,6,VA room,2,Strongly Agree,,28/01/2023
52,Male,Chinese God,Thai,Master or above,4,School Website,Chem Lab,7,Canteen,2,Agree,No,29/01/2023
56,Male,Catholicism,Vietnamese,Master or above,0,Newspaper/ Magazine,VA room,7,Basketball Court,0,Agree,Yes,28/01/2023
49,Male,Confucianism,Thai,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,VA room,7,Basketball Court,2,Agree,Yes,29/01/2023
37,Female,Buddhism,English,Master or above,0,School Website,Canteen,9,Phy Lab,5,Neutral,Yes,29/01/2023
25,Male,Buddhism,Filipino,Master or above,0,Friends/Extended Family/Neighbour,VA room,5,Library,1,Agree,No,28/01/2023
34,Male,Confucianism,Vietnamese,Primary School or below,2,Newspaper/ Magazine,Bio Lab,4,VA room,4,Strongly Disagree,Yes,29/01/2023
28,Male,Buddhism,Vietnamese,Primary School or below,1,Newspaper/ Magazine,Hall,1,Library,8,Neutral,Yes,28/01/2023
31,Male,Hinduism,Cantonese,Master or above,3,Social Media,Hall,2,Library,5,Strongly Disagree,Yes,29/01/2023
35,Male,Hinduism,Vietnamese,Primary School or below,4,Newspaper/ Magazine,VA room,8,VA room,3,Disagree,No,29/01/2023
19,Genderqueer,Buddhism,Vietnamese,Master or above,0,Friends/Extended Family/Neighbour,Basketball Court,3,Hall,1,Agree,Yes,29/01/2023
51,Male,Confucianism,English,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Basketball Court,10,Phy Lab,0,Strongly Agree,No,28/01/2023
42,Female,Buddhism,Thai,University,5,Social Media,Library,0,Phy Lab,3,Strongly Agree,Yes,29/01/2023
18,Male,Sikhism,Filipino,University,4,Friends/Extended Family/Neighbour,Chem Lab,5,Library,2,Strongly Agree,Yes,29/01/2023
37,Male,Confucianism,Filipino,University,1,Social Media,Library,2,Chem Lab,2,Disagree,,28/01/2023
43,Female,Chinese God,Indonesian,Primary School or below,1,Newspaper/ Magazine,Basketball Court,9,Hall,5,Strongly Disagree,No,28/01/2023
59,Non-binary,Hinduism,English,University,0,School Website,Bio Lab,10,Library,4,Agree,Yes,28/01/2023
34,Female,Hinduism,Cantonese,University,0,Friends/Extended Family/Neighbour,Bio Lab,3,Chem Lab,0,Strongly Agree,Yes,28/01/2023
46,Female,Islam,Mandarin,Primary School or below,4,Newspaper/ Magazine,Canteen,4,Basketball Court,0,Neutral,No,29/01/2023
18,Genderfluid,Hinduism,Cantonese,Secondary School/Associate Degree/Diploma,5,Social Media,Canteen,6,Library,6,Strongly Agree,Yes,28/01/2023
37,Female,Confucianism,Thai,Primary School or below,0,Newspaper/ Magazine,VA room,1,Phy Lab,9,Strongly Agree,Yes,28/01/2023
22,Male,Islam,Indonesian,University,2,Friends/Extended Family/Neighbour,Chem Lab,9,Hall,0,Strongly Disagree,Yes,28/01/2023
24,Female,Protestantism,Thai,Master or above,1,Friends/Extended Family/Neighbour,Hall,6,Basketball Court,9,Disagree,Yes,29/01/2023
36,Female,Catholicism,Thai,Primary School or below,1,Social Media,Canteen,10,Basketball Court,3,Strongly Disagree,Yes,28/01/2023
39,Agender,Catholicism,Indonesian,University,5,Friends/Extended Family/Neighbour,VA room,3,VA room,2,Strongly Agree,No,29/01/2023
50,Female,Hinduism,Cantonese,University,2,Social Media,Phy Lab,1,VA room,1,Agree,No,29/01/2023
22,Male,Catholicism,Vietnamese,University,0,School Website,Canteen,3,Bio Lab,2,Neutral,No,29/01/2023
59,Male,Catholicism,Thai,Master or above,4,Newspaper/ Magazine,Hall,6,Library,9,Strongly Agree,No,29/01/2023
42,Male,Chinese God,Cantonese,Master or above,2,Friends/Extended Family/Neighbour,Hall,7,Chem Lab,5,Disagree,No,28/01/2023
46,Male,Islam,English,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Hall,7,Phy Lab,6,Disagree,Yes,29/01/2023
46,Bigender,Buddhism,Cantonese,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Basketball Court,4,Canteen,5,Strongly Agree,Yes,29/01/2023
36,Genderqueer,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Bio Lab,1,Bio Lab,10,Neutral,Yes,29/01/2023
42,Female,Catholicism,Filipino,University,3,Social Media,Basketball Court,8,Canteen,9,Strongly Agree,No,28/01/2023
20,Female,Protestantism,English,Master or above,3,School Website,Library,9,Bio Lab,1,Neutral,Yes,29/01/2023
32,Male,Protestantism,English,University,2,Newspaper/ Magazine,Library,2,Phy Lab,6,Strongly Agree,,29/01/2023
25,Female,Taoism,Vietnamese,Primary School or below,0,Social Media,Hall,9,Basketball Court,4,Disagree,Yes,29/01/2023
47,Female,Chinese God,Thai,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Phy Lab,8,Library,1,Disagree,Yes,29/01/2023
35,Male,Islam,Indonesian,Primary School or below,4,Friends/Extended Family/Neighbour,Hall,1,Basketball Court,10,Disagree,Yes,28/01/2023
54,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Canteen,9,Chem Lab,2,Strongly Agree,No,29/01/2023
26,Female,Islam,Indonesian,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Basketball Court,0,Library,9,Disagree,No,28/01/2023
34,Male,Catholicism,Mandarin,Primary School or below,5,Newspaper/ Magazine,Phy Lab,4,Phy Lab,6,Strongly Disagree,No,29/01/2023
47,Genderfluid,Confucianism,English,University,1,Social Media,VA room,2,Phy Lab,1,Disagree,Yes,28/01/2023
32,Female,Protestantism,Cantonese,University,3,School Website,Canteen,1,Phy Lab,9,Neutral,Yes,28/01/2023
26,Male,Confucianism,Indonesian,Master or above,1,Social Media,Phy Lab,4,Chem Lab,3,Strongly Agree,Yes,29/01/2023
50,Male,Protestantism,Indonesian,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Bio Lab,3,Phy Lab,0,Neutral,No,29/01/2023
46,Female,Islam,Vietnamese,Secondary School/Associate Degree/Diploma,5,Social Media,Phy Lab,10,Bio Lab,10,Strongly Agree,No,28/01/2023
48,Female,Catholicism,Thai,Primary School or below,3,Friends/Extended Family/Neighbour,Bio Lab,1,Chem Lab,1,Agree,Yes,28/01/2023
39,Female,Hinduism,Vietnamese,Master or above,2,Friends/Extended Family/Neighbour,Basketball Court,10,Bio Lab,5,Neutral,Yes,29/01/2023
48,Female,Catholicism,Indonesian,University,2,School Website,Basketball Court,9,Chem Lab,0,Strongly Agree,Yes,28/01/2023
56,Female,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,5,School Website,Bio Lab,6,Library,5,Disagree,Yes,29/01/2023
41,Female,Chinese God,Thai,Master or above,5,Social Media,Phy Lab,7,Canteen,0,Neutral,No,28/01/2023
51,Female,Buddhism,English,University,0,Newspaper/ Magazine,Library,1,Library,4,Disagree,Yes,29/01/2023
38,Non-binary,Protestantism,Indonesian,Master or above,3,Friends/Extended Family/Neighbour,VA room,5,Library,10,Neutral,Yes,29/01/2023
38,Agender,Catholicism,Thai,Primary School or below,5,School Website,Chem Lab,9,Basketball Court,9,Disagree,No,29/01/2023
56,Male,Islam,Mandarin,University,1,School Website,Bio Lab,9,Library,2,Disagree,Yes,29/01/2023
58,Female,Taoism,Vietnamese,Master or above,5,Friends/Extended Family/Neighbour,Basketball Court,9,Chem Lab,0,Strongly Agree,No,28/01/2023
32,Female,Confucianism,Cantonese,Master or above,3,Social Media,VA room,9,Bio Lab,4,Strongly Disagree,Yes,28/01/2023
21,Female,Chinese God,Thai,Master or above,3,Social Media,Phy Lab,1,VA room,5,Strongly Disagree,No,29/01/2023
45,Male,Catholicism,Filipino,Primary School or below,5,Social Media,Canteen,2,Hall,6,Agree,,28/01/2023
39,Male,Protestantism,Vietnamese,Master or above,2,Social Media,Bio Lab,7,Hall,9,Disagree,No,28/01/2023
49,Male,Catholicism,Cantonese,Master or above,2,Friends/Extended Family/Neighbour,Bio Lab,3,Basketball Court,6,Agree,Yes,29/01/2023
34,Female,Confucianism,English,Primary School or below,5,School Website,Hall,9,Hall,10,Strongly Disagree,No,28/01/2023
38,Male,Protestantism,Mandarin,University,3,Friends/Extended Family/Neighbour,Chem Lab,3,Bio Lab,9,Neutral,Yes,28/01/2023
34,Male,Sikhism,Filipino,Master or above,4,Friends/Extended Family/Neighbour,Phy Lab,2,Bio Lab,9,Neutral,No,29/01/2023
28,Male,Taoism,Thai,Master or above,5,Social Media,Chem Lab,2,Library,3,Disagree,,28/01/2023
47,Agender,Islam,Cantonese,Master or above,0,School Website,Canteen,8,Phy Lab,7,Strongly Agree,Yes,29/01/2023
22,Female,Confucianism,Indonesian,University,3,Friends/Extended Family/Neighbour,Canteen,0,Phy Lab,5,Strongly Agree,Yes,29/01/2023
47,Female,Catholicism,Cantonese,Master or above,2,Friends/Extended Family/Neighbour,Basketball Court,3,Canteen,6,Strongly Agree,No,28/01/2023
55,Male,Buddhism,Thai,Master or above,1,Social Media,Basketball Court,2,Basketball Court,3,Agree,Yes,29/01/2023
52,Male,Hinduism,Cantonese,Secondary School/Associate Degree/Diploma,4,School Website,Hall,4,Canteen,8,Agree,Yes,29/01/2023
29,Male,Chinese God,Mandarin,Master or above,0,School Website,Canteen,10,Hall,7,Strongly Disagree,Yes,28/01/2023
43,Female,Chinese God,Mandarin,University,2,School Website,Phy Lab,9,Basketball Court,10,Disagree,Yes,29/01/2023
46,Polygender,Taoism,Vietnamese,University,3,Newspaper/ Magazine,Chem Lab,9,Phy Lab,7,Disagree,Yes,29/01/2023
35,Male,Buddhism,Mandarin,Primary School or below,0,Social Media,Basketball Court,6,Canteen,5,Strongly Agree,No,28/01/2023
35,Female,Sikhism,Filipino,Secondary School/Associate Degree/Diploma,0,Social Media,Phy Lab,6,Phy Lab,6,Disagree,Yes,28/01/2023
25,Female,Hinduism,Mandarin,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Canteen,2,Hall,3,Disagree,No,28/01/2023
31,Female,Chinese God,Mandarin,Primary School or below,3,Friends/Extended Family/Neighbour,Canteen,5,Phy Lab,1,Disagree,No,29/01/2023
23,Female,Buddhism,Thai,University,2,School Website,Chem Lab,5,VA room,6,Neutral,Yes,28/01/2023
48,Female,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,1,School Website,Basketball Court,8,Basketball Court,8,Neutral,,28/01/2023
40,Polygender,Protestantism,Vietnamese,Primary School or below,1,Newspaper/ Magazine,Chem Lab,1,Bio Lab,0,Neutral,Yes,28/01/2023
46,Female,Confucianism,Thai,Master or above,0,Social Media,Basketball Court,5,Hall,2,Neutral,Yes,29/01/2023
49,Polygender,Confucianism,English,Master or above,0,Social Media,Bio Lab,9,Phy Lab,10,Strongly Agree,No,28/01/2023
32,Male,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,2,Social Media,VA room,3,Library,6,Strongly Disagree,No,29/01/2023
47,Male,Sikhism,Vietnamese,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Library,3,Library,8,Strongly Agree,Yes,28/01/2023
32,Female,Islam,Cantonese,Master or above,0,Social Media,Hall,10,Chem Lab,8,Strongly Disagree,Yes,29/01/2023
54,Female,Confucianism,Cantonese,Primary School or below,4,Friends/Extended Family/Neighbour,VA room,7,Chem Lab,10,Strongly Disagree,No,28/01/2023
37,Male,Hinduism,Cantonese,Secondary School/Associate Degree/Diploma,3,School Website,Library,0,VA room,0,Strongly Agree,Yes,28/01/2023
18,Male,Catholicism,English,Primary School or below,4,School Website,Hall,0,Basketball Court,4,Strongly Agree,Yes,29/01/2023
44,Female,Confucianism,Filipino,Secondary School/Associate Degree/Diploma,3,School Website,VA room,10,Hall,4,Neutral,Yes,29/01/2023
60,Male,Hinduism,Vietnamese,Master or above,5,Friends/Extended Family/Neighbour,Phy Lab,5,Bio Lab,3,Strongly Disagree,No,29/01/2023
30,Female,Chinese God,Indonesian,Master or above,3,Newspaper/ Magazine,Bio Lab,0,VA room,7,Neutral,,29/01/2023
58,Male,Chinese God,Cantonese,University,0,Newspaper/ Magazine,Canteen,5,Bio Lab,2,Agree,No,28/01/2023
36,Female,Chinese God,Mandarin,University,1,Newspaper/ Magazine,Canteen,0,Canteen,4,Strongly Agree,Yes,29/01/2023
24,Female,Hinduism,Cantonese,Master or above,0,Newspaper/ Magazine,Chem Lab,6,Chem Lab,3,Neutral,No,28/01/2023
20,Female,Sikhism,Thai,University,0,Newspaper/ Magazine,Phy Lab,1,Library,10,Strongly Agree,No,28/01/2023
45,Bigender,Taoism,Cantonese,Primary School or below,1,Social Media,VA room,5,Chem Lab,0,Disagree,Yes,29/01/2023
41,Male,Catholicism,Cantonese,Master or above,4,Social Media,VA room,8,Library,8,Strongly Agree,Yes,28/01/2023
39,Male,Hinduism,Mandarin,University,2,Friends/Extended Family/Neighbour,VA room,3,Phy Lab,7,Agree,No,29/01/2023
53,Male,Protestantism,Vietnamese,Master or above,0,Social Media,Bio Lab,1,Bio Lab,1,Strongly Agree,No,29/01/2023
54,Male,Buddhism,English,Primary School or below,3,Newspaper/ Magazine,Bio Lab,7,Canteen,0,Disagree,No,28/01/2023
44,Male,Catholicism,Filipino,University,0,School Website,Basketball Court,10,Library,10,Agree,,28/01/2023
29,Polygender,Buddhism,Filipino,University,2,Social Media,VA room,4,Basketball Court,0,Strongly Agree,Yes,29/01/2023
41,Female,Protestantism,Vietnamese,Master or above,4,Social Media,Hall,6,Bio Lab,7,Disagree,,29/01/2023
50,Female,Taoism,Indonesian,University,0,Newspaper/ Magazine,Bio Lab,4,VA room,5,Disagree,,29/01/2023
31,Genderqueer,Islam,English,Primary School or below,5,Social Media,Canteen,9,Library,2,Disagree,Yes,28/01/2023
40,Female,Taoism,Indonesian,Primary School or below,5,School Website,Hall,4,Bio Lab,1,Neutral,,28/01/2023
27,Male,Islam,Filipino,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Phy Lab,0,Library,2,Strongly Disagree,No,29/01/2023
32,Male,Protestantism,Vietnamese,Primary School or below,4,Social Media,Hall,2,Bio Lab,4,Strongly Disagree,No,28/01/2023
59,Female,Protestantism,Indonesian,Master or above,1,School Website,Phy Lab,8,Basketball Court,8,Strongly Agree,Yes,28/01/2023
48,Female,Confucianism,Filipino,Master or above,1,Newspaper/ Magazine,Basketball Court,8,Chem Lab,6,Strongly Agree,Yes,28/01/2023
58,Genderfluid,Protestantism,Vietnamese,University,4,Newspaper/ Magazine,Phy Lab,6,Phy Lab,3,Strongly Agree,Yes,29/01/2023
39,Male,Protestantism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Social Media,Basketball Court,9,VA room,10,Agree,Yes,28/01/2023
57,Female,Hinduism,English,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,VA room,0,Chem Lab,8,Disagree,No,28/01/2023
45,Male,Buddhism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Social Media,Chem Lab,1,Library,0,Strongly Disagree,No,29/01/2023
21,Male,Hinduism,Cantonese,Primary School or below,2,School Website,Canteen,7,Bio Lab,7,Strongly Agree,No,29/01/2023
23,Female,Islam,Thai,Master or above,3,Social Media,Library,2,Basketball Court,8,Neutral,Yes,28/01/2023
18,Female,Taoism,Indonesian,Master or above,0,School Website,Canteen,7,Chem Lab,10,Agree,Yes,28/01/2023
59,Female,Buddhism,Vietnamese,Primary School or below,3,Social Media,Library,4,Bio Lab,7,Neutral,No,28/01/2023
25,Male,Hinduism,Mandarin,Primary School or below,5,Newspaper/ Magazine,VA room,9,Chem Lab,0,Disagree,Yes,29/01/2023
45,Female,Hinduism,Indonesian,Secondary School/Associate Degree/Diploma,2,School Website,Canteen,1,Library,2,Neutral,No,28/01/2023
22,Female,Islam,Cantonese,Secondary School/Associate Degree/Diploma,1,School Website,Basketball Court,4,Chem Lab,2,Agree,Yes,28/01/2023
49,Female,Hinduism,Indonesian,Master or above,2,School Website,VA room,5,Bio Lab,3,Disagree,Yes,29/01/2023
37,Female,Confucianism,Cantonese,Master or above,5,Social Media,Basketball Court,0,VA room,8,Neutral,No,28/01/2023
18,Agender,Buddhism,Vietnamese,University,4,Social Media,Basketball Court,7,Library,9,Neutral,No,29/01/2023
28,Female,Islam,Cantonese,Master or above,2,School Website,Basketball Court,4,Library,5,Strongly Disagree,No,29/01/2023
39,Female,Sikhism,English,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,VA room,4,Library,8,Strongly Agree,Yes,28/01/2023
54,Male,Islam,Indonesian,Master or above,3,Social Media,Bio Lab,10,Canteen,3,Disagree,No,28/01/2023
49,Female,Confucianism,Cantonese,Primary School or below,3,Social Media,Basketball Court,6,Bio Lab,3,Strongly Disagree,Yes,28/01/2023
42,Female,Hinduism,Vietnamese,Primary School or below,2,School Website,Hall,8,Library,4,Strongly Disagree,Yes,29/01/2023
23,Male,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Phy Lab,8,Chem Lab,0,Agree,Yes,29/01/2023
39,Polygender,Taoism,Thai,Primary School or below,5,Social Media,Phy Lab,2,VA room,6,Agree,No,28/01/2023
41,Genderqueer,Islam,English,Primary School or below,3,Social Media,Hall,10,Basketball Court,6,Disagree,No,29/01/2023
49,Female,Islam,Indonesian,University,0,School Website,VA room,7,Hall,0,Strongly Agree,Yes,28/01/2023
41,Male,Islam,Indonesian,Primary School or below,1,Friends/Extended Family/Neighbour,Bio Lab,10,Canteen,10,Neutral,No,28/01/2023
51,Female,Sikhism,Indonesian,University,3,Social Media,Hall,5,Bio Lab,9,Strongly Agree,No,29/01/2023
48,Female,Taoism,Filipino,University,0,Newspaper/ Magazine,Chem Lab,7,Basketball Court,0,Strongly Disagree,,29/01/2023
18,Male,Hinduism,Cantonese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Hall,7,Canteen,7,Disagree,,29/01/2023
41,Female,Sikhism,Filipino,Primary School or below,1,Newspaper/ Magazine,Bio Lab,3,Hall,7,Agree,Yes,29/01/2023
41,Female,Catholicism,Cantonese,Primary School or below,5,Social Media,Canteen,3,Phy Lab,9,Neutral,No,28/01/2023
47,Female,Catholicism,Indonesian,Primary School or below,0,Social Media,Canteen,6,Chem Lab,8,Strongly Agree,Yes,29/01/2023
29,Male,Protestantism,Filipino,Master or above,0,School Website,Bio Lab,0,Hall,6,Agree,No,28/01/2023
23,Male,Buddhism,Filipino,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Basketball Court,3,Library,2,Strongly Agree,No,29/01/2023
41,Male,Hinduism,Indonesian,University,2,School Website,Basketball Court,10,Basketball Court,6,Agree,Yes,28/01/2023
18,Male,Protestantism,Filipino,Master or above,0,Newspaper/ Magazine,Library,7,Chem Lab,5,Strongly Disagree,No,29/01/2023
49,Male,Protestantism,Mandarin,Primary School or below,0,Newspaper/ Magazine,Basketball Court,2,VA room,0,Strongly Disagree,No,28/01/2023
48,Female,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,VA room,7,Basketball Court,9,Disagree,No,29/01/2023
40,Female,Protestantism,Cantonese,Primary School or below,3,Social Media,Canteen,3,Basketball Court,0,Strongly Agree,No,28/01/2023
26,Female,Islam,English,University,1,School Website,Library,1,VA room,4,Neutral,,29/01/2023
37,Male,Confucianism,Filipino,Secondary School/Associate Degree/Diploma,4,Social Media,Hall,1,Canteen,4,Neutral,No,28/01/2023
43,Female,Chinese God,Thai,University,5,Newspaper/ Magazine,Phy Lab,0,Phy Lab,1,Strongly Agree,Yes,28/01/2023
38,Male,Buddhism,Mandarin,University,3,School Website,Basketball Court,10,Bio Lab,7,Agree,No,29/01/2023
25,Male,Protestantism,Indonesian,Primary School or below,3,School Website,VA room,6,VA room,4,Strongly Agree,No,28/01/2023
48,Female,Islam,Mandarin,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Canteen,7,Library,7,Neutral,No,28/01/2023
51,Female,Buddhism,Filipino,Primary School or below,5,Social Media,Library,5,Hall,10,Strongly Agree,No,28/01/2023
57,Male,Buddhism,Vietnamese,University,1,Friends/Extended Family/Neighbour,Canteen,6,Library,0,Strongly Agree,No,28/01/2023
