age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,themeLevel
31,Female,Islam,Vietnamese,University,1,School Website,Chem Lab,8,Hall,7,Disagree,,28/01/2020,Partly Like
53,Female,Islam,Cantonese,Secondary School/Associate Degree/Diploma,3,Social Media,Library,10,Canteen,1,Disagree,Yes,28/01/2020,Strongly Like
45,Male,Hinduism,Thai,University,2,Social Media,Canteen,0,Basketball Court,9,Agree,No,28/01/2020,Strongly Like
32,Female,Confucianism,Indonesian,Master or above,2,Friends/Extended Family/Neighbour,Bio Lab,0,Library,4,Strongly Agree,No,28/01/2020,Partly Like
49,Male,Catholicism,Cantonese,Primary School or below,5,School Website,Library,4,Phy Lab,3,Strongly Agree,Yes,28/01/2020,Strongly Like
45,Male,Hinduism,Vietnamese,Primary School or below,2,Friends/Extended Family/Neighbour,VA room,10,VA room,2,Disagree,Yes,29/01/2020,Partly Like
31,Male,Taoism,Indonesian,University,1,Friends/Extended Family/Neighbour,VA room,10,VA room,8,Strongly Agree,,28/01/2020,Normal
41,Female,Chinese God,Indonesian,Master or above,1,School Website,Chem Lab,7,Hall,2,Strongly Agree,Yes,28/01/2020,Strongly Like
22,Female,Taoism,Mandarin,Primary School or below,5,School Website,Library,0,Library,6,Neutral,No,28/01/2020,Strongly Dislike
32,Female,Islam,Thai,Secondary School/Associate Degree/Diploma,5,Social Media,Phy Lab,7,Bio Lab,4,Disagree,No,28/01/2020,Strongly Like
57,Female,Chinese God,Thai,Master or above,4,Social Media,Canteen,7,Library,10,Strongly Disagree,,28/01/2020,Normal
59,Female,Protestantism,Mandarin,University,0,Social Media,Library,0,Basketball Court,10,Strongly Agree,No,29/01/2020,Strongly Dislike
56,Male,Protestantism,Indonesian,Primary School or below,2,Social Media,Canteen,2,Chem Lab,10,Strongly Agree,Yes,28/01/2020,Partly Dislike
51,Male,Chinese God,Filipino,Primary School or below,4,Social Media,Library,5,Chem Lab,1,Strongly Agree,No,29/01/2020,Strongly Dislike
48,Female,Protestantism,English,Master or above,4,Friends/Extended Family/Neighbour,Hall,2,Library,2,Disagree,Yes,29/01/2020,Normal
23,Female,Islam,English,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Hall,6,Bio Lab,1,Neutral,Yes,29/01/2020,Normal
55,Female,Taoism,Vietnamese,University,4,Newspaper/ Magazine,Bio Lab,8,Hall,3,Strongly Disagree,No,29/01/2020,Strongly Like
35,Male,Buddhism,Vietnamese,Primary School or below,1,Newspaper/ Magazine,Bio Lab,1,Canteen,4,Agree,,29/01/2020,Partly Dislike
29,Female,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,1,School Website,Canteen,2,Canteen,1,Neutral,No,29/01/2020,Strongly Like
53,Male,Taoism,Thai,Secondary School/Associate Degree/Diploma,2,School Website,Phy Lab,9,Bio Lab,5,Neutral,No,29/01/2020,Partly Dislike
22,Female,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Phy Lab,9,Bio Lab,0,Neutral,No,29/01/2020,Strongly Like
18,Female,Islam,Thai,University,3,Newspaper/ Magazine,Bio Lab,6,Canteen,0,Neutral,No,28/01/2020,Partly Like
31,Male,Confucianism,Mandarin,University,0,Newspaper/ Magazine,VA room,9,Hall,9,Agree,Yes,29/01/2020,Strongly Like
40,Male,Sikhism,Mandarin,University,1,School Website,Phy Lab,3,Chem Lab,8,Disagree,Yes,29/01/2020,Strongly Dislike
41,Male,Protestantism,Mandarin,Primary School or below,2,School Website,Chem Lab,4,Canteen,10,Agree,Yes,28/01/2020,Normal
18,Male,Chinese God,Indonesian,University,0,Friends/Extended Family/Neighbour,Hall,7,Library,4,Agree,No,29/01/2020,Partly Like
35,Female,Chinese God,Vietnamese,University,4,School Website,VA room,5,Hall,4,Agree,No,28/01/2020,Strongly Like
33,Genderfluid,Chinese God,Indonesian,Master or above,2,School Website,Library,4,Bio Lab,10,Strongly Disagree,Yes,29/01/2020,Normal
57,Male,Chinese God,English,Master or above,5,Social Media,Canteen,5,Bio Lab,0,Neutral,No,29/01/2020,Partly Like
37,Male,Taoism,Indonesian,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Chem Lab,9,Hall,8,Disagree,,29/01/2020,Strongly Like
33,Female,Buddhism,Filipino,Primary School or below,1,School Website,Bio Lab,4,Hall,10,Neutral,Yes,28/01/2020,Normal
44,Female,Taoism,Indonesian,Master or above,4,Friends/Extended Family/Neighbour,Phy Lab,0,Canteen,5,Strongly Agree,Yes,28/01/2020,Normal
36,Male,Sikhism,Mandarin,Master or above,3,Newspaper/ Magazine,Phy Lab,0,Canteen,9,Strongly Agree,No,29/01/2020,Normal
48,Female,Sikhism,Cantonese,Primary School or below,3,Newspaper/ Magazine,Bio Lab,8,Phy Lab,3,Strongly Disagree,No,29/01/2020,Normal
29,Male,Confucianism,Cantonese,University,3,Friends/Extended Family/Neighbour,Hall,8,Library,10,Disagree,No,29/01/2020,Partly Dislike
41,Male,Chinese God,Mandarin,Primary School or below,5,Newspaper/ Magazine,Bio Lab,7,Library,0,Strongly Agree,Yes,29/01/2020,Strongly Dislike
41,Female,Sikhism,English,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Basketball Court,8,Phy Lab,8,Agree,,29/01/2020,Partly Like
50,Male,Catholicism,Thai,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Library,0,Bio Lab,3,Strongly Disagree,Yes,28/01/2020,Partly Dislike
59,Male,Islam,Thai,Secondary School/Associate Degree/Diploma,4,Social Media,Basketball Court,0,VA room,3,Disagree,Yes,28/01/2020,Partly Like
60,Male,Confucianism,Mandarin,Master or above,5,Newspaper/ Magazine,Library,8,VA room,10,Agree,Yes,28/01/2020,Strongly Like
42,Genderqueer,Confucianism,Filipino,Primary School or below,1,Social Media,Bio Lab,2,Library,4,Disagree,,29/01/2020,Normal
58,Genderfluid,Taoism,Thai,Secondary School/Associate Degree/Diploma,3,Social Media,Chem Lab,10,Chem Lab,6,Disagree,Yes,29/01/2020,Partly Like
47,Female,Protestantism,Thai,Master or above,1,Friends/Extended Family/Neighbour,VA room,1,Bio Lab,10,Disagree,Yes,29/01/2020,Strongly Like
48,Male,Sikhism,Mandarin,Master or above,3,Social Media,Library,4,Basketball Court,6,Disagree,Yes,28/01/2020,Partly Dislike
27,Female,Hinduism,Cantonese,Primary School or below,3,Newspaper/ Magazine,Basketball Court,9,Bio Lab,8,Strongly Agree,No,28/01/2020,Strongly Like
45,Male,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,3,School Website,Bio Lab,3,VA room,10,Disagree,No,29/01/2020,Partly Like
36,Male,Confucianism,Vietnamese,Master or above,3,Social Media,Hall,2,Basketball Court,1,Strongly Agree,No,28/01/2020,Normal
60,Male,Confucianism,Indonesian,University,3,Friends/Extended Family/Neighbour,Hall,10,VA room,3,Neutral,No,28/01/2020,Normal
52,Female,Confucianism,Thai,University,3,Newspaper/ Magazine,Hall,4,Hall,3,Neutral,No,28/01/2020,Normal
49,Female,Protestantism,Cantonese,Master or above,1,Social Media,Hall,9,Chem Lab,3,Strongly Agree,Yes,28/01/2020,Normal
48,Female,Confucianism,English,Master or above,2,School Website,Bio Lab,0,Canteen,7,Agree,No,28/01/2020,Strongly Dislike
56,Agender,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Canteen,2,VA room,8,Agree,No,29/01/2020,Partly Like
24,Male,Protestantism,Cantonese,Master or above,1,Social Media,Phy Lab,6,Canteen,6,Neutral,,28/01/2020,Partly Like
37,Female,Buddhism,Thai,Primary School or below,5,Friends/Extended Family/Neighbour,Hall,6,VA room,4,Neutral,No,29/01/2020,Normal
38,Non-binary,Catholicism,English,University,1,Social Media,Bio Lab,1,VA room,8,Agree,No,28/01/2020,Strongly Dislike
22,Genderqueer,Buddhism,Indonesian,University,0,Social Media,Canteen,8,Basketball Court,3,Strongly Disagree,Yes,28/01/2020,Strongly Like
36,Female,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,3,School Website,Basketball Court,6,Chem Lab,0,Disagree,,28/01/2020,Normal
27,Female,Protestantism,Indonesian,Secondary School/Associate Degree/Diploma,2,Social Media,VA room,0,Bio Lab,8,Disagree,No,28/01/2020,Normal
19,Female,Confucianism,Filipino,Primary School or below,5,Friends/Extended Family/Neighbour,Chem Lab,8,Hall,10,Strongly Disagree,,29/01/2020,Strongly Dislike
52,Male,Sikhism,Thai,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Phy Lab,3,Library,9,Strongly Disagree,Yes,28/01/2020,Strongly Dislike
21,Male,Hinduism,Thai,University,3,Newspaper/ Magazine,Hall,4,Bio Lab,5,Agree,No,29/01/2020,Normal
23,Male,Hinduism,Indonesian,Secondary School/Associate Degree/Diploma,5,Social Media,Canteen,8,Bio Lab,5,Neutral,No,29/01/2020,Strongly Dislike
43,Female,Sikhism,Indonesian,Master or above,4,School Website,Chem Lab,5,Phy Lab,1,Strongly Agree,Yes,28/01/2020,Normal
43,Male,Hinduism,Indonesian,Primary School or below,1,Friends/Extended Family/Neighbour,VA room,10,Canteen,0,Neutral,Yes,29/01/2020,Strongly Like
51,Male,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,1,School Website,VA room,9,Basketball Court,2,Strongly Disagree,No,28/01/2020,Strongly Dislike
32,Male,Sikhism,Cantonese,Primary School or below,1,School Website,Phy Lab,8,Phy Lab,10,Strongly Agree,Yes,28/01/2020,Strongly Like
51,Male,Catholicism,Indonesian,Master or above,1,Newspaper/ Magazine,Library,7,Canteen,2,Strongly Disagree,Yes,29/01/2020,Strongly Dislike
39,Female,Islam,English,Secondary School/Associate Degree/Diploma,2,Social Media,Phy Lab,3,Library,10,Strongly Agree,No,29/01/2020,Partly Dislike
40,Genderqueer,Confucianism,Vietnamese,Primary School or below,2,Social Media,Phy Lab,9,Phy Lab,8,Agree,Yes,28/01/2020,Strongly Dislike
26,Male,Catholicism,Indonesian,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Phy Lab,0,Canteen,5,Agree,,29/01/2020,Strongly Like
44,Polygender,Buddhism,Cantonese,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Chem Lab,9,Chem Lab,1,Agree,No,29/01/2020,Normal
44,Male,Catholicism,Vietnamese,Primary School or below,4,Friends/Extended Family/Neighbour,VA room,4,Chem Lab,5,Agree,Yes,28/01/2020,Partly Like
41,Bigender,Confucianism,English,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Bio Lab,5,Library,5,Strongly Agree,Yes,29/01/2020,Partly Dislike
19,Male,Catholicism,Mandarin,Master or above,0,Social Media,Bio Lab,1,Hall,7,Agree,Yes,28/01/2020,Strongly Dislike
44,Male,Protestantism,Mandarin,Master or above,0,Friends/Extended Family/Neighbour,Library,7,Bio Lab,5,Strongly Agree,No,29/01/2020,Partly Dislike
46,Male,Islam,English,Secondary School/Associate Degree/Diploma,2,School Website,Canteen,2,Basketball Court,4,Strongly Agree,No,29/01/2020,Strongly Dislike
49,Female,Hinduism,Cantonese,Master or above,5,Newspaper/ Magazine,Bio Lab,9,VA room,7,Disagree,No,29/01/2020,Partly Like
37,Male,Islam,Thai,Master or above,1,Social Media,Library,0,VA room,9,Strongly Disagree,No,29/01/2020,Strongly Like
31,Male,Buddhism,Filipino,Master or above,4,Social Media,Bio Lab,10,Basketball Court,6,Neutral,No,29/01/2020,Strongly Dislike
50,Male,Catholicism,English,University,3,Social Media,VA room,6,Library,8,Disagree,Yes,28/01/2020,Strongly Like
25,Male,Islam,Mandarin,University,5,Social Media,Chem Lab,1,Phy Lab,10,Neutral,No,28/01/2020,Strongly Like
32,Male,Hinduism,Mandarin,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Bio Lab,3,Bio Lab,8,Neutral,,28/01/2020,Strongly Like
47,Genderqueer,Taoism,Indonesian,Master or above,3,Newspaper/ Magazine,Chem Lab,1,Bio Lab,1,Agree,Yes,28/01/2020,Normal
35,Male,Taoism,Mandarin,Master or above,1,Newspaper/ Magazine,Hall,10,VA room,5,Agree,,28/01/2020,Strongly Like
52,Female,Hinduism,Filipino,University,5,Social Media,Library,0,VA room,10,Agree,Yes,29/01/2020,Strongly Dislike
59,Male,Confucianism,Vietnamese,University,0,Newspaper/ Magazine,Chem Lab,6,VA room,6,Agree,Yes,29/01/2020,Strongly Dislike
29,Female,Hinduism,Thai,Secondary School/Associate Degree/Diploma,4,Social Media,Canteen,10,Hall,6,Neutral,No,28/01/2020,Strongly Dislike
49,Male,Islam,Filipino,Master or above,2,Friends/Extended Family/Neighbour,VA room,4,Hall,4,Strongly Disagree,No,28/01/2020,Partly Like
54,Female,Sikhism,Filipino,Primary School or below,3,School Website,Library,7,Canteen,9,Agree,No,28/01/2020,Strongly Like
27,Male,Catholicism,English,Secondary School/Associate Degree/Diploma,2,Social Media,Chem Lab,10,Basketball Court,6,Strongly Agree,No,28/01/2020,Strongly Like
41,Male,Taoism,Mandarin,Master or above,2,School Website,VA room,4,Library,2,Agree,Yes,29/01/2020,Strongly Dislike
50,Male,Catholicism,English,Primary School or below,4,Social Media,Canteen,0,Basketball Court,9,Strongly Disagree,,28/01/2020,Partly Dislike
46,Female,Confucianism,English,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Basketball Court,2,Basketball Court,8,Strongly Disagree,No,28/01/2020,Partly Dislike
51,Female,Buddhism,Filipino,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Bio Lab,1,Phy Lab,1,Neutral,No,28/01/2020,Partly Like
55,Female,Sikhism,Indonesian,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Hall,8,VA room,10,Strongly Agree,No,28/01/2020,Partly Dislike
50,Male,Hinduism,Cantonese,Primary School or below,4,Social Media,Chem Lab,9,Chem Lab,0,Disagree,No,28/01/2020,Normal
23,Female,Hinduism,English,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,VA room,2,VA room,6,Agree,No,29/01/2020,Partly Like
56,Male,Chinese God,English,University,1,Friends/Extended Family/Neighbour,Basketball Court,7,Canteen,3,Strongly Disagree,No,28/01/2020,Strongly Dislike
57,Male,Buddhism,Mandarin,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Bio Lab,8,Chem Lab,6,Neutral,,28/01/2020,Strongly Like
49,Male,Buddhism,Mandarin,University,2,Social Media,Library,1,VA room,10,Strongly Agree,No,28/01/2020,Partly Like
54,Male,Protestantism,Cantonese,Master or above,2,Social Media,Hall,1,Basketball Court,2,Strongly Agree,No,29/01/2020,Partly Dislike
56,Agender,Catholicism,Cantonese,Secondary School/Associate Degree/Diploma,5,Social Media,Chem Lab,2,Library,4,Neutral,No,29/01/2020,Partly Dislike
34,Male,Islam,Cantonese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Chem Lab,1,Library,5,Strongly Disagree,No,29/01/2020,Strongly Dislike
36,Male,Hinduism,Indonesian,Master or above,4,Social Media,Hall,10,Chem Lab,9,Strongly Agree,Yes,29/01/2020,Strongly Like
47,Female,Catholicism,Vietnamese,Secondary School/Associate Degree/Diploma,2,School Website,Basketball Court,5,VA room,7,Disagree,No,29/01/2020,Normal
36,Male,Taoism,Indonesian,Master or above,1,School Website,Library,0,Library,1,Strongly Agree,,29/01/2020,Strongly Like
53,Male,Hinduism,Indonesian,Primary School or below,0,Social Media,Bio Lab,6,Phy Lab,6,Agree,Yes,28/01/2020,Strongly Dislike
44,Male,Taoism,Indonesian,Primary School or below,0,Friends/Extended Family/Neighbour,Library,2,Phy Lab,2,Strongly Disagree,,28/01/2020,Strongly Like
19,Male,Confucianism,English,Master or above,1,Newspaper/ Magazine,Bio Lab,0,Chem Lab,8,Disagree,Yes,29/01/2020,Normal
57,Male,Hinduism,Indonesian,Master or above,1,Newspaper/ Magazine,Hall,9,Phy Lab,1,Agree,No,28/01/2020,Normal
29,Female,Catholicism,Filipino,University,0,Newspaper/ Magazine,Basketball Court,4,Library,2,Neutral,No,29/01/2020,Strongly Like
47,Male,Islam,Indonesian,University,5,Social Media,Canteen,7,Hall,5,Strongly Agree,,29/01/2020,Strongly Dislike
46,Female,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Canteen,7,Phy Lab,4,Strongly Agree,No,28/01/2020,Partly Dislike
58,Male,Taoism,Thai,Primary School or below,0,Newspaper/ Magazine,Hall,4,Library,4,Agree,Yes,28/01/2020,Normal
55,Female,Hinduism,Vietnamese,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Basketball Court,6,Hall,9,Strongly Agree,Yes,29/01/2020,Partly Dislike
26,Female,Catholicism,Filipino,Primary School or below,4,School Website,Library,10,Canteen,3,Agree,No,28/01/2020,Partly Dislike
22,Male,Sikhism,Cantonese,Primary School or below,4,Friends/Extended Family/Neighbour,Basketball Court,4,Hall,4,Disagree,No,29/01/2020,Strongly Like
54,Male,Sikhism,Vietnamese,Primary School or below,0,Social Media,Phy Lab,5,Basketball Court,8,Strongly Agree,,28/01/2020,Strongly Like
30,Male,Catholicism,English,Secondary School/Associate Degree/Diploma,0,School Website,Library,2,VA room,4,Agree,No,28/01/2020,Normal
27,Female,Buddhism,Thai,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Basketball Court,2,Basketball Court,8,Disagree,Yes,29/01/2020,Strongly Dislike
22,Female,Confucianism,English,University,3,Social Media,Chem Lab,6,Canteen,4,Agree,No,28/01/2020,Partly Like
48,Male,Protestantism,Thai,University,1,Social Media,Chem Lab,9,VA room,3,Neutral,No,29/01/2020,Normal
54,Female,Sikhism,Mandarin,University,3,Friends/Extended Family/Neighbour,Bio Lab,9,Hall,2,Neutral,Yes,29/01/2020,Strongly Dislike
21,Female,Protestantism,Filipino,Master or above,2,Friends/Extended Family/Neighbour,Hall,0,VA room,0,Disagree,Yes,29/01/2020,Strongly Like
32,Male,Hinduism,Thai,Secondary School/Associate Degree/Diploma,0,Social Media,Chem Lab,1,Basketball Court,2,Agree,Yes,28/01/2020,Strongly Like
40,Male,Islam,English,Secondary School/Associate Degree/Diploma,1,Social Media,Library,6,Chem Lab,0,Disagree,Yes,28/01/2020,Strongly Like
33,Female,Confucianism,Thai,Secondary School/Associate Degree/Diploma,5,Social Media,Chem Lab,9,Hall,4,Agree,Yes,29/01/2020,Normal
56,Female,Catholicism,Filipino,University,1,Newspaper/ Magazine,Hall,9,Canteen,6,Strongly Agree,Yes,29/01/2020,Partly Like
48,Female,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Bio Lab,1,Library,3,Strongly Agree,,28/01/2020,Partly Dislike
52,Female,Sikhism,English,University,3,Social Media,Phy Lab,5,VA room,5,Strongly Agree,No,29/01/2020,Strongly Like
31,Male,Protestantism,Mandarin,Secondary School/Associate Degree/Diploma,5,Social Media,Chem Lab,2,Bio Lab,0,Disagree,No,28/01/2020,Strongly Like
37,Female,Catholicism,Cantonese,University,4,Newspaper/ Magazine,Chem Lab,3,Chem Lab,8,Strongly Disagree,Yes,29/01/2020,Strongly Dislike
39,Male,Taoism,Mandarin,Secondary School/Associate Degree/Diploma,4,Social Media,Bio Lab,8,Phy Lab,8,Neutral,No,29/01/2020,Normal
18,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Phy Lab,5,Phy Lab,3,Disagree,No,29/01/2020,Normal
53,Female,Islam,Filipino,Master or above,0,Newspaper/ Magazine,Hall,4,Library,0,Strongly Agree,,29/01/2020,Strongly Like
52,Female,Sikhism,English,Master or above,3,School Website,Library,3,VA room,6,Disagree,Yes,28/01/2020,Partly Like
57,Male,Buddhism,English,University,2,Social Media,Hall,1,Bio Lab,2,Agree,No,28/01/2020,Strongly Like
35,Male,Taoism,Cantonese,Master or above,1,School Website,Basketball Court,3,Chem Lab,8,Strongly Agree,Yes,28/01/2020,Normal
23,Female,Confucianism,Vietnamese,Master or above,5,Newspaper/ Magazine,Canteen,2,Library,8,Strongly Agree,Yes,28/01/2020,Partly Dislike
20,Male,Hinduism,Mandarin,Master or above,3,Social Media,Bio Lab,1,Bio Lab,7,Disagree,Yes,28/01/2020,Partly Dislike
44,Male,Islam,English,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Hall,2,VA room,9,Agree,,29/01/2020,Strongly Dislike
50,Male,Protestantism,Mandarin,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Library,1,Phy Lab,5,Neutral,,28/01/2020,Strongly Dislike
60,Female,Confucianism,Mandarin,University,5,Social Media,Library,3,Bio Lab,9,Strongly Disagree,No,29/01/2020,Partly Like
42,Male,Islam,Filipino,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Phy Lab,5,Bio Lab,6,Disagree,Yes,28/01/2020,Normal
29,Genderqueer,Hinduism,Cantonese,Primary School or below,4,School Website,Canteen,0,Hall,2,Strongly Disagree,No,29/01/2020,Normal
35,Genderfluid,Islam,English,University,4,Newspaper/ Magazine,Phy Lab,2,Canteen,8,Strongly Disagree,No,29/01/2020,Strongly Like
21,Male,Chinese God,Thai,Secondary School/Associate Degree/Diploma,0,Social Media,Hall,5,Phy Lab,7,Neutral,No,28/01/2020,Partly Like
60,Male,Buddhism,Filipino,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Hall,6,Hall,3,Strongly Disagree,,29/01/2020,Strongly Like
19,Genderfluid,Taoism,Mandarin,Secondary School/Associate Degree/Diploma,4,Social Media,Canteen,10,Basketball Court,10,Strongly Disagree,No,28/01/2020,Partly Dislike
57,Male,Sikhism,Mandarin,Primary School or below,0,Social Media,Library,7,VA room,3,Strongly Disagree,,28/01/2020,Strongly Like
43,Female,Protestantism,Thai,Secondary School/Associate Degree/Diploma,0,School Website,Basketball Court,10,Basketball Court,10,Agree,No,29/01/2020,Normal
52,Female,Hinduism,English,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Bio Lab,1,Basketball Court,2,Neutral,Yes,29/01/2020,Strongly Dislike
56,Male,Islam,Filipino,Primary School or below,4,Friends/Extended Family/Neighbour,Basketball Court,5,Basketball Court,5,Disagree,Yes,28/01/2020,Partly Like
57,Male,Taoism,Thai,University,2,Social Media,Library,8,Library,6,Strongly Agree,Yes,28/01/2020,Strongly Like
18,Male,Confucianism,English,Master or above,2,Newspaper/ Magazine,VA room,1,Bio Lab,8,Strongly Disagree,No,28/01/2020,Partly Like
26,Male,Sikhism,English,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Basketball Court,10,Hall,3,Strongly Agree,Yes,28/01/2020,Partly Dislike
43,Male,Hinduism,Indonesian,University,5,School Website,Hall,4,Basketball Court,10,Strongly Disagree,No,28/01/2020,Normal
40,Male,Taoism,Thai,Primary School or below,2,Friends/Extended Family/Neighbour,Chem Lab,7,Bio Lab,9,Agree,Yes,28/01/2020,Strongly Dislike
28,Female,Confucianism,Cantonese,University,2,Social Media,Bio Lab,7,Phy Lab,2,Strongly Agree,No,28/01/2020,Partly Like
22,Male,Buddhism,Vietnamese,Primary School or below,0,School Website,Library,8,Phy Lab,0,Disagree,No,29/01/2020,Normal
50,Female,Taoism,Thai,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Canteen,6,Bio Lab,3,Disagree,Yes,29/01/2020,Normal
48,Female,Chinese God,Thai,Master or above,0,Social Media,Canteen,8,VA room,9,Neutral,,28/01/2020,Strongly Dislike
47,Female,Sikhism,Vietnamese,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Bio Lab,8,Canteen,2,Strongly Agree,Yes,28/01/2020,Partly Dislike
43,Genderqueer,Catholicism,Cantonese,University,3,Friends/Extended Family/Neighbour,Basketball Court,10,Library,0,Strongly Disagree,No,28/01/2020,Normal
36,Male,Hinduism,English,University,4,School Website,Hall,6,Bio Lab,4,Strongly Disagree,Yes,29/01/2020,Strongly Dislike
45,Female,Hinduism,Vietnamese,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Bio Lab,1,Canteen,3,Strongly Disagree,,29/01/2020,Strongly Like
34,Female,Confucianism,Cantonese,Primary School or below,3,School Website,Phy Lab,3,Chem Lab,3,Strongly Disagree,Yes,29/01/2020,Normal
32,Male,Islam,Thai,University,2,Social Media,VA room,8,Chem Lab,7,Disagree,No,28/01/2020,Normal
47,Genderqueer,Taoism,Filipino,University,0,Social Media,Chem Lab,10,VA room,4,Strongly Agree,No,28/01/2020,Strongly Dislike
58,Male,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,VA room,5,Canteen,10,Agree,No,28/01/2020,Partly Dislike
47,Male,Islam,Thai,Secondary School/Associate Degree/Diploma,1,School Website,Phy Lab,1,Chem Lab,6,Disagree,,29/01/2020,Partly Dislike
29,Genderqueer,Islam,Thai,University,4,Newspaper/ Magazine,Bio Lab,10,Hall,0,Disagree,No,28/01/2020,Strongly Like
18,Genderqueer,Islam,Cantonese,Secondary School/Associate Degree/Diploma,0,School Website,VA room,1,Hall,0,Disagree,No,28/01/2020,Partly Dislike
47,Male,Chinese God,English,Master or above,2,Social Media,VA room,5,Canteen,6,Neutral,No,28/01/2020,Partly Dislike
22,Female,Catholicism,Cantonese,Secondary School/Associate Degree/Diploma,4,Social Media,Library,3,VA room,3,Strongly Disagree,Yes,29/01/2020,Normal
32,Male,Taoism,Cantonese,University,0,Friends/Extended Family/Neighbour,Chem Lab,3,Basketball Court,1,Disagree,No,28/01/2020,Strongly Dislike
25,Male,Chinese God,English,University,0,School Website,Phy Lab,0,Canteen,4,Strongly Agree,No,29/01/2020,Partly Dislike
54,Female,Catholicism,English,Master or above,1,School Website,Library,6,VA room,9,Agree,Yes,28/01/2020,Partly Dislike
45,Male,Taoism,Filipino,Secondary School/Associate Degree/Diploma,1,School Website,VA room,7,Canteen,9,Disagree,No,28/01/2020,Partly Dislike
24,Male,Catholicism,Mandarin,Primary School or below,0,Social Media,Basketball Court,4,Basketball Court,0,Disagree,No,28/01/2020,Partly Like
25,Male,Protestantism,Cantonese,University,2,Friends/Extended Family/Neighbour,Basketball Court,7,Chem Lab,3,Disagree,No,29/01/2020,Normal
24,Male,Hinduism,Thai,Primary School or below,0,Social Media,Bio Lab,8,Canteen,5,Agree,No,28/01/2020,Strongly Dislike
43,Male,Islam,English,University,0,Social Media,Phy Lab,6,Chem Lab,8,Agree,Yes,28/01/2020,Strongly Like
49,Bigender,Catholicism,Cantonese,Master or above,1,School Website,Canteen,7,Basketball Court,9,Agree,No,28/01/2020,Partly Dislike
60,Male,Buddhism,Mandarin,University,5,Social Media,Canteen,0,VA room,5,Disagree,Yes,28/01/2020,Strongly Dislike
49,Female,Chinese God,Thai,Primary School or below,1,Newspaper/ Magazine,Canteen,9,Bio Lab,1,Disagree,No,28/01/2020,Partly Dislike
33,Male,Hinduism,Mandarin,University,0,Social Media,VA room,4,Phy Lab,9,Strongly Disagree,No,29/01/2020,Normal
41,Male,Islam,Vietnamese,University,2,Friends/Extended Family/Neighbour,VA room,3,Basketball Court,2,Strongly Agree,,28/01/2020,Strongly Like
52,Male,Chinese God,Cantonese,Primary School or below,4,Newspaper/ Magazine,Hall,7,Library,6,Strongly Disagree,Yes,28/01/2020,Partly Like
58,Female,Confucianism,Filipino,Primary School or below,4,Friends/Extended Family/Neighbour,Bio Lab,1,VA room,1,Disagree,No,28/01/2020,Strongly Like
