age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,themeLevel,travelTime
32,Female,Buddhism,Filipino,University,0,School Website,Library,6,Bio Lab,1,Strongly Disagree,No,28/01/2020,Strongly Dislike,
51,Male,Buddhism,Mandarin,Master or above,5,Friends/Extended Family/Neighbour,Bio Lab,8,Bio Lab,1,Disagree,No,28/01/2020,Normal,
26,Female,Confucianism,Mandarin,Primary School or below,3,Newspaper/ Magazine,Hall,2,Bio Lab,9,Neutral,No,29/01/2020,Partly Like,
30,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,4,School Website,Canteen,4,VA room,0,Disagree,No,29/01/2020,Partly Like,
26,Female,Chinese God,Cantonese,Secondary School/Associate Degree/Diploma,4,Social Media,Basketball Court,9,Library,5,Strongly Disagree,Yes,29/01/2020,Strongly Like,
36,Female,Islam,Vietnamese,Master or above,5,Social Media,Basketball Court,6,Canteen,6,Disagree,No,29/01/2020,Normal,
55,Male,Protestantism,Vietnamese,University,5,Social Media,Basketball Court,5,Canteen,4,Strongly Disagree,No,28/01/2020,Strongly Dislike,
47,Female,Islam,English,University,3,School Website,Bio Lab,1,VA room,9,Neutral,Yes,29/01/2020,Partly Dislike,
31,Female,Buddhism,Mandarin,University,2,Newspaper/ Magazine,Phy Lab,5,VA room,7,Strongly Agree,Yes,28/01/2020,Partly Like,
24,Male,Sikhism,Cantonese,Secondary School/Associate Degree/Diploma,3,School Website,Library,6,Chem Lab,5,Agree,Yes,28/01/2020,Normal,
54,Female,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Chem Lab,5,Phy Lab,6,Agree,Yes,29/01/2020,Partly Like,
43,Female,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,3,Social Media,VA room,1,Hall,4,Strongly Agree,No,29/01/2020,Strongly Like,
41,Male,Islam,Cantonese,Master or above,2,School Website,Chem Lab,5,Hall,9,Disagree,No,28/01/2020,Strongly Like,
58,Genderqueer,Buddhism,Mandarin,Secondary School/Associate Degree/Diploma,4,School Website,Chem Lab,9,Canteen,6,Neutral,Yes,29/01/2020,Strongly Dislike,
19,Female,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,3,School Website,Hall,3,Hall,9,Disagree,No,28/01/2020,Partly Like,
50,Male,Islam,English,Master or above,3,School Website,Chem Lab,2,Phy Lab,3,Agree,Yes,28/01/2020,Normal,
22,Bigender,Protestantism,Indonesian,Master or above,0,Newspaper/ Magazine,Bio Lab,6,Chem Lab,10,Strongly Agree,Yes,28/01/2020,Strongly Dislike,
51,Male,Taoism,English,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Bio Lab,6,Basketball Court,8,Agree,No,28/01/2020,Normal,
56,Male,Hinduism,Thai,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Library,5,Hall,2,Strongly Agree,No,29/01/2020,Partly Like,
22,Female,Sikhism,Cantonese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Phy Lab,10,Bio Lab,6,Strongly Agree,No,28/01/2020,Normal,
28,Female,Confucianism,Filipino,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Canteen,3,Chem Lab,8,Neutral,No,29/01/2020,Normal,
41,Female,Taoism,Filipino,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Phy Lab,7,Basketball Court,8,Strongly Agree,Yes,29/01/2020,Strongly Dislike,
24,Genderfluid,Protestantism,English,Primary School or below,0,Social Media,VA room,8,Phy Lab,0,Strongly Disagree,Yes,29/01/2020,Strongly Dislike,
58,Male,Protestantism,Vietnamese,Primary School or below,4,Newspaper/ Magazine,Bio Lab,9,Canteen,3,Agree,Yes,28/01/2020,Normal,
44,Genderqueer,Confucianism,Cantonese,Master or above,3,Friends/Extended Family/Neighbour,Canteen,5,Library,4,Disagree,No,28/01/2020,Partly Dislike,
43,Male,Taoism,Cantonese,Master or above,1,School Website,Hall,2,Bio Lab,4,Disagree,No,29/01/2020,Strongly Like,
27,Female,Confucianism,Mandarin,University,0,Newspaper/ Magazine,Chem Lab,9,Chem Lab,2,Disagree,No,29/01/2020,Normal,
46,Male,Confucianism,Mandarin,University,5,Friends/Extended Family/Neighbour,VA room,4,Canteen,8,Strongly Agree,No,29/01/2020,Normal,
49,Female,Islam,Vietnamese,University,4,School Website,Canteen,1,Hall,3,Disagree,Yes,28/01/2020,Normal,
34,Male,Chinese God,Filipino,Master or above,5,Social Media,Phy Lab,2,VA room,4,Disagree,No,29/01/2020,Partly Like,
42,Male,Sikhism,Mandarin,Primary School or below,5,Social Media,Chem Lab,3,VA room,5,Disagree,No,29/01/2020,Strongly Dislike,
54,Agender,Sikhism,Indonesian,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Library,9,Library,8,Disagree,No,28/01/2020,Strongly Dislike,
24,Genderqueer,Sikhism,Vietnamese,Secondary School/Associate Degree/Diploma,4,School Website,Phy Lab,3,Library,7,Strongly Disagree,Yes,29/01/2020,Strongly Dislike,
56,Male,Protestantism,English,Master or above,3,Newspaper/ Magazine,VA room,5,Canteen,2,Strongly Agree,Yes,28/01/2020,Partly Dislike,
52,Non-binary,Taoism,Cantonese,Master or above,3,Friends/Extended Family/Neighbour,Chem Lab,4,VA room,0,Neutral,No,29/01/2020,Partly Dislike,
29,Male,Taoism,Indonesian,Master or above,1,Social Media,Library,10,Phy Lab,9,Agree,No,29/01/2020,Strongly Like,
50,Agender,Sikhism,Mandarin,University,0,School Website,Canteen,4,Basketball Court,6,Neutral,No,28/01/2020,Partly Like,
32,Male,Catholicism,Vietnamese,Master or above,4,Social Media,Library,9,Bio Lab,8,Agree,Yes,28/01/2020,Strongly Like,
34,Female,Hinduism,Thai,University,2,Social Media,Basketball Court,6,Basketball Court,4,Disagree,Yes,28/01/2020,Strongly Like,
38,Female,Buddhism,Indonesian,University,0,Social Media,VA room,10,Canteen,6,Agree,Yes,29/01/2020,Strongly Dislike,
60,Male,Sikhism,Mandarin,Master or above,3,Social Media,Hall,3,Bio Lab,10,Disagree,No,28/01/2020,Partly Dislike,
20,Genderfluid,Sikhism,Filipino,Primary School or below,3,Social Media,Hall,3,Basketball Court,10,Agree,Yes,29/01/2020,Strongly Like,
42,Male,Islam,Mandarin,Primary School or below,0,Newspaper/ Magazine,Phy Lab,5,Chem Lab,10,Neutral,Yes,28/01/2020,Strongly Like,
50,Male,Islam,Indonesian,Primary School or below,4,School Website,Bio Lab,1,Library,3,Disagree,No,29/01/2020,Partly Like,
54,Bigender,Protestantism,Cantonese,Master or above,0,Social Media,Library,4,Hall,3,Strongly Agree,Yes,28/01/2020,Partly Dislike,
31,Male,Taoism,Mandarin,Primary School or below,4,Newspaper/ Magazine,Hall,10,VA room,1,Disagree,No,28/01/2020,Partly Like,
52,Polygender,Taoism,English,Master or above,2,Friends/Extended Family/Neighbour,Library,6,Basketball Court,2,Strongly Agree,No,28/01/2020,Strongly Dislike,
60,Female,Taoism,Thai,Master or above,0,Social Media,Canteen,5,VA room,3,Disagree,Yes,28/01/2020,Normal,
35,Female,Hinduism,Filipino,Master or above,2,School Website,Bio Lab,5,Library,1,Neutral,Yes,28/01/2020,Strongly Like,
39,Male,Catholicism,Cantonese,University,2,School Website,Hall,10,Basketball Court,7,Agree,Yes,28/01/2020,Strongly Like,
30,Non-binary,Hinduism,Filipino,University,5,Social Media,Bio Lab,8,Bio Lab,5,Neutral,No,29/01/2020,Normal,
51,Male,Islam,Filipino,University,0,Friends/Extended Family/Neighbour,Basketball Court,0,Canteen,2,Strongly Disagree,No,28/01/2020,Partly Dislike,
39,Agender,Confucianism,Thai,Master or above,4,Social Media,Bio Lab,1,Chem Lab,5,Strongly Disagree,Yes,29/01/2020,Normal,
36,Female,Protestantism,Thai,University,4,Newspaper/ Magazine,Canteen,6,Hall,7,Disagree,No,29/01/2020,Partly Like,
23,Male,Catholicism,Mandarin,Primary School or below,2,Social Media,Chem Lab,2,Hall,6,Agree,No,29/01/2020,Partly Like,
19,Male,Confucianism,Mandarin,Master or above,0,Friends/Extended Family/Neighbour,Canteen,0,Hall,1,Strongly Disagree,No,28/01/2020,Normal,
46,Male,Protestantism,English,Primary School or below,5,Social Media,Canteen,6,Chem Lab,1,Neutral,Yes,29/01/2020,Partly Dislike,
44,Female,Taoism,Indonesian,University,5,School Website,Basketball Court,0,Chem Lab,8,Neutral,No,28/01/2020,Strongly Dislike,
42,Bigender,Taoism,Cantonese,University,5,Newspaper/ Magazine,Canteen,2,Chem Lab,3,Agree,No,28/01/2020,Partly Dislike,
52,Female,Buddhism,Indonesian,Primary School or below,1,Newspaper/ Magazine,Bio Lab,7,VA room,0,Disagree,No,28/01/2020,Strongly Dislike,
54,Male,Hinduism,Thai,Secondary School/Associate Degree/Diploma,0,School Website,Library,1,Hall,1,Disagree,No,29/01/2020,Strongly Like,
38,Male,Taoism,Indonesian,Secondary School/Associate Degree/Diploma,4,School Website,Bio Lab,10,Canteen,9,Agree,Yes,28/01/2020,Strongly Dislike,
26,Female,Islam,English,Primary School or below,2,School Website,Hall,8,VA room,2,Strongly Agree,No,29/01/2020,Partly Like,
34,Female,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Bio Lab,7,Basketball Court,4,Neutral,Yes,28/01/2020,Partly Like,
43,Polygender,Hinduism,Vietnamese,Master or above,2,Newspaper/ Magazine,Library,4,Library,6,Disagree,Yes,29/01/2020,Partly Dislike,
40,Male,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Canteen,4,Canteen,2,Strongly Agree,No,28/01/2020,Partly Like,
20,Female,Sikhism,Mandarin,Primary School or below,5,Social Media,Canteen,5,Basketball Court,9,Disagree,Yes,28/01/2020,Partly Like,
54,Non-binary,Taoism,Indonesian,Master or above,5,School Website,Hall,3,VA room,8,Neutral,No,28/01/2020,Normal,
28,Female,Sikhism,Mandarin,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Chem Lab,6,Basketball Court,8,Strongly Disagree,No,28/01/2020,Normal,
28,Male,Sikhism,Cantonese,Master or above,2,Friends/Extended Family/Neighbour,Bio Lab,1,Basketball Court,2,Strongly Agree,Yes,28/01/2020,Strongly Like,
24,Male,Sikhism,Mandarin,Primary School or below,0,Social Media,Phy Lab,1,Basketball Court,1,Neutral,No,29/01/2020,Strongly Dislike,
19,Male,Taoism,Mandarin,Primary School or below,4,School Website,Phy Lab,7,Chem Lab,6,Disagree,Yes,29/01/2020,Strongly Like,
49,Genderfluid,Chinese God,English,Secondary School/Associate Degree/Diploma,4,Social Media,VA room,10,Basketball Court,9,Disagree,Yes,28/01/2020,Partly Like,
24,Female,Taoism,Filipino,University,1,School Website,Chem Lab,3,Basketball Court,3,Agree,No,29/01/2020,Normal,
27,Male,Protestantism,Thai,University,2,Friends/Extended Family/Neighbour,Library,0,Bio Lab,4,Strongly Agree,Yes,29/01/2020,Partly Dislike,
30,Female,Protestantism,Vietnamese,Master or above,2,School Website,Bio Lab,6,Phy Lab,3,Strongly Agree,Yes,29/01/2020,Partly Dislike,
42,Female,Sikhism,Indonesian,Primary School or below,5,Social Media,Phy Lab,5,Basketball Court,10,Agree,No,28/01/2020,Strongly Like,
58,Female,Sikhism,Indonesian,Primary School or below,1,School Website,Library,7,Chem Lab,8,Strongly Disagree,No,29/01/2020,Strongly Dislike,
58,Male,Buddhism,Filipino,University,5,Friends/Extended Family/Neighbour,Hall,1,Basketball Court,1,Agree,Yes,29/01/2020,Partly Dislike,
37,Female,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Phy Lab,6,Phy Lab,6,Strongly Disagree,No,29/01/2020,Partly Dislike,
56,Male,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,0,Social Media,Basketball Court,5,Library,3,Strongly Agree,Yes,28/01/2020,Normal,
33,Genderqueer,Sikhism,Thai,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Library,0,Chem Lab,7,Strongly Agree,No,28/01/2020,Partly Like,
55,Agender,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,3,Social Media,Bio Lab,10,Library,0,Disagree,No,28/01/2020,Strongly Dislike,
46,Male,Chinese God,Indonesian,Master or above,1,Friends/Extended Family/Neighbour,Bio Lab,8,Canteen,9,Neutral,No,29/01/2020,Partly Like,
50,Non-binary,Buddhism,English,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Phy Lab,6,Bio Lab,0,Agree,No,28/01/2020,Partly Dislike,
28,Female,Hinduism,Mandarin,University,4,School Website,Chem Lab,3,VA room,0,Disagree,Yes,28/01/2020,Partly Like,
50,Male,Chinese God,Cantonese,University,5,School Website,Basketball Court,3,Chem Lab,3,Disagree,Yes,28/01/2020,Strongly Dislike,
19,Female,Confucianism,Cantonese,Master or above,2,Social Media,Basketball Court,3,Chem Lab,5,Disagree,No,28/01/2020,Partly Like,
31,Female,Confucianism,Filipino,University,4,Newspaper/ Magazine,Basketball Court,1,VA room,1,Neutral,No,28/01/2020,Normal,
20,Female,Taoism,English,University,1,Friends/Extended Family/Neighbour,VA room,6,VA room,8,Neutral,Yes,29/01/2020,Strongly Like,
18,Female,Catholicism,Thai,Master or above,0,School Website,VA room,2,Phy Lab,5,Agree,No,28/01/2020,Partly Dislike,
58,Male,Buddhism,Vietnamese,Secondary School/Associate Degree/Diploma,3,Social Media,Phy Lab,3,Library,4,Strongly Disagree,Yes,28/01/2020,Partly Dislike,
58,Male,Chinese God,Filipino,University,1,School Website,Chem Lab,5,Library,9,Strongly Disagree,Yes,29/01/2020,Strongly Dislike,
39,Female,Taoism,Cantonese,Master or above,1,Newspaper/ Magazine,Hall,5,Hall,4,Disagree,No,29/01/2020,Strongly Like,
51,Male,Hinduism,Cantonese,University,2,Social Media,Chem Lab,0,Library,5,Agree,Yes,29/01/2020,Partly Like,
22,Female,Islam,Filipino,Primary School or below,0,School Website,Canteen,1,Library,6,Strongly Agree,No,28/01/2020,Partly Like,
33,Male,Confucianism,Indonesian,Primary School or below,2,Newspaper/ Magazine,Library,10,VA room,7,Strongly Agree,Yes,28/01/2020,Strongly Like,
26,Female,Taoism,English,University,3,Friends/Extended Family/Neighbour,Hall,1,Basketball Court,3,Neutral,No,29/01/2020,Partly Dislike,
34,Female,Protestantism,English,Master or above,5,Social Media,Library,8,Basketball Court,6,Strongly Agree,No,28/01/2020,Strongly Dislike,
43,Female,Protestantism,Filipino,Master or above,1,School Website,Chem Lab,4,Phy Lab,8,Strongly Disagree,No,29/01/2020,Strongly Like,
37,Female,Taoism,English,Primary School or below,5,Friends/Extended Family/Neighbour,Library,5,Chem Lab,10,Neutral,Yes,29/01/2020,Normal,
44,Female,Confucianism,English,Master or above,2,Social Media,VA room,0,Chem Lab,0,Agree,Yes,29/01/2020,Strongly Like,
49,Female,Sikhism,English,Primary School or below,0,School Website,Phy Lab,4,VA room,0,Agree,No,28/01/2020,Strongly Like,
28,Male,Catholicism,Thai,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Canteen,8,VA room,7,Neutral,No,28/01/2020,Partly Like,
35,Genderfluid,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Hall,9,VA room,5,Agree,Yes,29/01/2020,Normal,
59,Female,Hinduism,Vietnamese,University,0,Friends/Extended Family/Neighbour,Bio Lab,10,Bio Lab,1,Neutral,No,28/01/2020,Normal,
43,Female,Catholicism,Thai,Secondary School/Associate Degree/Diploma,0,Social Media,Bio Lab,2,Chem Lab,4,Neutral,No,28/01/2020,Partly Like,
27,Male,Confucianism,Cantonese,Master or above,0,Newspaper/ Magazine,Bio Lab,9,Canteen,2,Neutral,No,29/01/2020,Strongly Dislike,
38,Male,Hinduism,Filipino,Primary School or below,1,School Website,VA room,1,VA room,3,Strongly Agree,Yes,28/01/2020,Strongly Dislike,
24,Female,Taoism,English,Master or above,4,Newspaper/ Magazine,Hall,7,Hall,6,Strongly Agree,Yes,28/01/2020,Normal,
21,Male,Protestantism,Indonesian,University,5,School Website,Phy Lab,0,Hall,8,Disagree,Yes,28/01/2020,Partly Dislike,
34,Polygender,Catholicism,Indonesian,Master or above,3,School Website,Hall,6,Bio Lab,0,Agree,No,29/01/2020,Strongly Like,
32,Female,Protestantism,Indonesian,Primary School or below,2,School Website,Basketball Court,6,Basketball Court,2,Neutral,Yes,29/01/2020,Strongly Dislike,
38,Female,Buddhism,Indonesian,Primary School or below,4,Social Media,Phy Lab,3,Phy Lab,2,Agree,No,29/01/2020,Normal,
34,Polygender,Chinese God,English,Master or above,3,Social Media,Basketball Court,9,Bio Lab,3,Neutral,Yes,29/01/2020,Normal,
35,Male,Taoism,Filipino,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Hall,7,Phy Lab,2,Disagree,Yes,29/01/2020,Strongly Dislike,
26,Female,Islam,Indonesian,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Phy Lab,8,Canteen,2,Disagree,Yes,29/01/2020,Partly Dislike,
54,Male,Sikhism,Thai,Secondary School/Associate Degree/Diploma,5,School Website,Phy Lab,0,Phy Lab,9,Agree,No,28/01/2020,Strongly Dislike,
58,Female,Chinese God,Mandarin,Primary School or below,1,School Website,Basketball Court,9,Chem Lab,0,Neutral,No,28/01/2020,Strongly Like,
20,Female,Confucianism,Filipino,Primary School or below,5,Social Media,Library,8,Chem Lab,5,Strongly Agree,Yes,29/01/2020,Partly Dislike,
34,Female,Sikhism,Filipino,University,0,Newspaper/ Magazine,Canteen,8,Phy Lab,5,Strongly Agree,Yes,29/01/2020,Normal,
47,Male,Protestantism,English,Secondary School/Associate Degree/Diploma,2,Social Media,Chem Lab,9,Hall,3,Agree,Yes,29/01/2020,Partly Dislike,
39,Female,Protestantism,English,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Canteen,2,Canteen,9,Strongly Disagree,No,28/01/2020,Partly Like,
30,Female,Taoism,Filipino,Secondary School/Associate Degree/Diploma,3,School Website,Phy Lab,0,Hall,2,Disagree,No,29/01/2020,Partly Dislike,
47,Male,Catholicism,Filipino,Master or above,5,Social Media,Hall,1,Canteen,2,Agree,Yes,29/01/2020,Normal,
18,Polygender,Islam,Mandarin,Primary School or below,3,Newspaper/ Magazine,Canteen,0,Hall,0,Strongly Agree,No,28/01/2020,Partly Like,
59,Female,Buddhism,English,Master or above,1,Newspaper/ Magazine,Library,9,Basketball Court,9,Strongly Disagree,No,29/01/2020,Normal,
36,Female,Buddhism,English,University,3,School Website,Phy Lab,4,Bio Lab,6,Strongly Disagree,No,29/01/2020,Partly Dislike,
60,Male,Buddhism,Filipino,University,3,Friends/Extended Family/Neighbour,Chem Lab,10,Basketball Court,10,Strongly Agree,No,28/01/2020,Partly Like,
46,Male,Hinduism,Mandarin,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Phy Lab,5,Library,5,Neutral,Yes,29/01/2020,Strongly Dislike,
25,Female,Chinese God,Filipino,Master or above,3,Friends/Extended Family/Neighbour,Canteen,3,Bio Lab,3,Strongly Agree,Yes,28/01/2020,Strongly Like,
41,Female,Taoism,Filipino,Primary School or below,5,School Website,Hall,2,Bio Lab,6,Agree,Yes,28/01/2020,Partly Dislike,
20,Male,Catholicism,Cantonese,Primary School or below,1,Social Media,Library,10,Bio Lab,8,Strongly Disagree,No,29/01/2020,Strongly Dislike,
21,Male,Chinese God,Thai,Master or above,0,Friends/Extended Family/Neighbour,Hall,6,Bio Lab,0,Agree,Yes,29/01/2020,Normal,
23,Male,Taoism,Filipino,Primary School or below,5,School Website,Basketball Court,10,Basketball Court,2,Agree,No,29/01/2020,Normal,
29,Female,Hinduism,Thai,University,5,Social Media,Library,4,Basketball Court,2,Disagree,Yes,29/01/2020,Strongly Like,
43,Female,Chinese God,Cantonese,Primary School or below,1,Friends/Extended Family/Neighbour,Hall,6,Bio Lab,1,Strongly Agree,No,28/01/2020,Partly Like,
34,Genderqueer,Islam,Indonesian,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,Basketball Court,1,Bio Lab,5,Disagree,Yes,28/01/2020,Strongly Like,
25,Genderfluid,Hinduism,Thai,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Hall,4,Hall,6,Neutral,No,29/01/2020,Partly Dislike,
31,Male,Catholicism,Cantonese,Primary School or below,3,School Website,Hall,9,Phy Lab,3,Neutral,No,29/01/2020,Partly Dislike,
33,Female,Catholicism,Cantonese,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Phy Lab,8,Bio Lab,9,Strongly Disagree,Yes,29/01/2020,Normal,
46,Female,Chinese God,English,Primary School or below,4,School Website,Canteen,0,Phy Lab,3,Strongly Agree,No,29/01/2020,Strongly Like,
29,Polygender,Hinduism,Cantonese,Master or above,3,Newspaper/ Magazine,VA room,9,Chem Lab,2,Strongly Disagree,Yes,28/01/2020,Strongly Like,
25,Male,Taoism,Cantonese,University,1,Social Media,Bio Lab,4,Chem Lab,5,Agree,No,29/01/2020,Strongly Like,
18,Male,Protestantism,Filipino,Primary School or below,4,Social Media,Bio Lab,7,VA room,4,Strongly Disagree,No,29/01/2020,Strongly Like,
31,Male,Catholicism,Filipino,University,1,School Website,Phy Lab,10,Basketball Court,1,Agree,Yes,28/01/2020,Partly Like,
